n,annee,mois,rubrique
87337,1947,5,politique
1518,1947,5,science/technologie
35936,1947,5,"société"
12183,1947,5,sport
23206,1947,5,"économie"
39222,1947,6,culture
5776,1947,6,inclassable
97058,1947,6,international
96092,1947,6,politique
5215,1947,6,science/technologie
34571,1947,6,"société"
11156,1947,6,sport
29795,1947,6,"économie"
40364,1947,7,culture
12939,1947,7,inclassable
136545,1947,7,international
100903,1947,7,politique
5559,1947,7,science/technologie
21445,1947,7,"société"
13208,1947,7,sport
21817,1947,7,"économie"
32314,1947,8,culture
13962,1947,8,inclassable
152826,1947,8,international
80717,1947,8,politique
2861,1947,8,science/technologie
26468,1947,8,"société"
8389,1947,8,sport
21928,1947,8,"économie"
41998,1947,9,culture
12294,1947,9,inclassable
131627,1947,9,international
66187,1947,9,politique
4976,1947,9,science/technologie
41619,1947,9,"société"
11677,1947,9,sport
23739,1947,9,"économie"
45775,1947,10,culture
12054,1947,10,inclassable
109182,1947,10,international
94108,1947,10,politique
1941,1947,10,science/technologie
35340,1947,10,"société"
6823,1947,10,sport
26587,1947,10,"économie"
35641,1947,11,culture
4587,1947,11,inclassable
103211,1947,11,international
87474,1947,11,politique
3795,1947,11,science/technologie
41205,1947,11,"société"
7799,1947,11,sport
22854,1947,11,"économie"
24045,1947,12,culture
6899,1947,12,inclassable
73036,1947,12,international
61277,1947,12,politique
818,1947,12,science/technologie
22952,1947,12,"société"
5023,1947,12,sport
18374,1947,12,"économie"
39448,1948,1,culture
10744,1948,1,inclassable
127464,1948,1,international
77994,1948,1,politique
3796,1948,1,science/technologie
21055,1948,1,"société"
11650,1948,1,sport
43375,1948,1,"économie"
38307,1948,2,culture
9994,1948,2,inclassable
121750,1948,2,international
63166,1948,2,politique
3394,1948,2,science/technologie
20860,1948,2,"société"
12146,1948,2,sport
37798,1948,2,"économie"
51545,1948,3,culture
13529,1948,3,inclassable
153548,1948,3,international
62948,1948,3,politique
2330,1948,3,science/technologie
29249,1948,3,"société"
11365,1948,3,sport
24274,1948,3,"économie"
49767,1948,4,culture
10303,1948,4,inclassable
139387,1948,4,international
62377,1948,4,politique
2878,1948,4,science/technologie
27231,1948,4,"société"
9351,1948,4,sport
22285,1948,4,"économie"
54448,1948,5,culture
13829,1948,5,inclassable
130913,1948,5,international
64559,1948,5,politique
3560,1948,5,science/technologie
20605,1948,5,"société"
14089,1948,5,sport
19548,1948,5,"économie"
53503,1948,6,culture
10459,1948,6,inclassable
121302,1948,6,international
93381,1948,6,politique
3132,1948,6,science/technologie
23094,1948,6,"société"
12390,1948,6,sport
26970,1948,6,"économie"
52112,1948,7,culture
17541,1948,7,inclassable
132643,1948,7,international
93420,1948,7,politique
5116,1948,7,science/technologie
21131,1948,7,"société"
18953,1948,7,sport
21935,1948,7,"économie"
52163,1948,8,culture
15510,1948,8,inclassable
141082,1948,8,international
83433,1948,8,politique
9042,1948,8,science/technologie
27184,1948,8,"société"
20208,1948,8,sport
28341,1948,8,"économie"
33522,1948,9,culture
14457,1948,9,inclassable
130653,1948,9,international
84487,1948,9,politique
2060,1948,9,science/technologie
29132,1948,9,"société"
13240,1948,9,sport
32420,1948,9,"économie"
52758,1948,10,culture
9764,1948,10,inclassable
133870,1948,10,international
62467,1948,10,politique
7305,1948,10,science/technologie
49623,1948,10,"société"
8740,1948,10,sport
25320,1948,10,"économie"
47090,1948,11,culture
11107,1948,11,inclassable
129731,1948,11,international
80806,1948,11,politique
3817,1948,11,science/technologie
31396,1948,11,"société"
9480,1948,11,sport
18689,1948,11,"économie"
57567,1948,12,culture
13832,1948,12,inclassable
162962,1948,12,international
91616,1948,12,politique
9294,1948,12,science/technologie
27240,1948,12,"société"
8826,1948,12,sport
38562,1948,12,"économie"
48062,1949,1,culture
9483,1949,1,inclassable
143212,1949,1,international
76766,1949,1,politique
5695,1949,1,science/technologie
26776,1949,1,"société"
11515,1949,1,sport
36020,1949,1,"économie"
41584,1949,2,culture
7976,1949,2,inclassable
124724,1949,2,international
94065,1949,2,politique
3977,1949,2,science/technologie
23119,1949,2,"société"
8939,1949,2,sport
24032,1949,2,"économie"
61767,1949,3,culture
15206,1949,3,inclassable
148941,1949,3,international
88216,1949,3,politique
5615,1949,3,science/technologie
19592,1949,3,"société"
13060,1949,3,sport
19516,1949,3,"économie"
55277,1949,4,culture
9923,1949,4,inclassable
161744,1949,4,international
57350,1949,4,politique
8230,1949,4,science/technologie
29587,1949,4,"société"
15223,1949,4,sport
34863,1949,4,"économie"
72816,1949,5,culture
16266,1949,5,inclassable
156674,1949,5,international
65674,1949,5,politique
12458,1949,5,science/technologie
31241,1949,5,"société"
19597,1949,5,sport
33243,1949,5,"économie"
61597,1949,6,culture
14427,1949,6,inclassable
138725,1949,6,international
82429,1949,6,politique
6091,1949,6,science/technologie
24259,1949,6,"société"
20977,1949,6,sport
32623,1949,6,"économie"
57479,1949,7,culture
12207,1949,7,inclassable
160267,1949,7,international
81713,1949,7,politique
3281,1949,7,science/technologie
27882,1949,7,"société"
23052,1949,7,sport
28936,1949,7,"économie"
55890,1949,8,culture
11988,1949,8,inclassable
181746,1949,8,international
43608,1949,8,politique
6104,1949,8,science/technologie
46035,1949,8,"société"
21961,1949,8,sport
20949,1949,8,"économie"
59546,1949,9,culture
12521,1949,9,inclassable
165609,1949,9,international
42423,1949,9,politique
10072,1949,9,science/technologie
34446,1949,9,"société"
17029,1949,9,sport
35890,1949,9,"économie"
69788,1949,10,culture
14170,1949,10,inclassable
175526,1949,10,international
91627,1949,10,politique
8725,1949,10,science/technologie
34096,1949,10,"société"
17445,1949,10,sport
25274,1949,10,"économie"
64420,1949,11,culture
11013,1949,11,inclassable
181896,1949,11,international
70238,1949,11,politique
7308,1949,11,science/technologie
29615,1949,11,"société"
17404,1949,11,sport
25843,1949,11,"économie"
84977,1949,12,culture
24134,1949,12,inclassable
190921,1949,12,international
89984,1949,12,politique
6908,1949,12,science/technologie
33106,1949,12,"société"
14884,1949,12,sport
35154,1949,12,"économie"
71958,1950,1,culture
17350,1950,1,inclassable
185052,1950,1,international
95253,1950,1,politique
10443,1950,1,science/technologie
28875,1950,1,"société"
19602,1950,1,sport
27535,1950,1,"économie"
46312,1950,2,culture
16222,1950,2,inclassable
145378,1950,2,international
108687,1950,2,politique
7701,1950,2,science/technologie
30462,1950,2,"société"
11701,1950,2,sport
19128,1950,2,"économie"
71450,1950,3,culture
14943,1950,3,inclassable
174043,1950,3,international
94892,1950,3,politique
6142,1950,3,science/technologie
37279,1950,3,"société"
15101,1950,3,sport
29949,1950,3,"économie"
82545,1950,4,culture
20939,1950,4,inclassable
161018,1950,4,international
70053,1950,4,politique
14892,1950,4,science/technologie
37163,1950,4,"société"
18879,1950,4,sport
23427,1950,4,"économie"
88418,1950,5,culture
14867,1950,5,inclassable
166569,1950,5,international
89704,1950,5,politique
3847,1950,5,science/technologie
30574,1950,5,"société"
17934,1950,5,sport
29978,1950,5,"économie"
88646,1950,6,culture
13666,1950,6,inclassable
168478,1950,6,international
90696,1950,6,politique
8735,1950,6,science/technologie
26644,1950,6,"société"
17664,1950,6,sport
36474,1950,6,"économie"
76264,1950,7,culture
28437,1950,7,inclassable
211679,1950,7,international
77250,1950,7,politique
5594,1950,7,science/technologie
27342,1950,7,"société"
24212,1950,7,sport
33296,1950,7,"économie"
60495,1950,8,culture
23227,1950,8,inclassable
201275,1950,8,international
44278,1950,8,politique
5569,1950,8,science/technologie
28554,1950,8,"société"
20783,1950,8,sport
28075,1950,8,"économie"
64312,1950,9,culture
31207,1950,9,inclassable
188962,1950,9,international
45204,1950,9,politique
12475,1950,9,science/technologie
22279,1950,9,"société"
15097,1950,9,sport
34759,1950,9,"économie"
86792,1950,10,culture
19784,1950,10,inclassable
217611,1950,10,international
68165,1950,10,politique
9802,1950,10,science/technologie
28588,1950,10,"société"
16111,1950,10,sport
32490,1950,10,"économie"
78373,1950,11,culture
25187,1950,11,inclassable
202677,1950,11,international
75070,1950,11,politique
6944,1950,11,science/technologie
31985,1950,11,"société"
14472,1950,11,sport
31377,1950,11,"économie"
99677,1950,12,culture
13205,1950,12,inclassable
212015,1950,12,international
81506,1950,12,politique
5927,1950,12,science/technologie
33888,1950,12,"société"
15644,1950,12,sport
37408,1950,12,"économie"
70719,1951,1,culture
23058,1951,1,inclassable
213019,1951,1,international
84150,1951,1,politique
11887,1951,1,science/technologie
28220,1951,1,"société"
24911,1951,1,sport
30679,1951,1,"économie"
67416,1951,2,culture
16986,1951,2,inclassable
176160,1951,2,international
67769,1951,2,politique
3924,1951,2,science/technologie
26701,1951,2,"société"
17508,1951,2,sport
40529,1951,2,"économie"
92528,1951,3,culture
16982,1951,3,inclassable
185622,1951,3,international
83980,1951,3,politique
7027,1951,3,science/technologie
46277,1951,3,"société"
20642,1951,3,sport
33461,1951,3,"économie"
66065,1951,4,culture
14780,1951,4,inclassable
182350,1951,4,international
82618,1951,4,politique
3813,1951,4,science/technologie
32029,1951,4,"société"
14275,1951,4,sport
30758,1951,4,"économie"
77785,1951,5,culture
18634,1951,5,inclassable
192018,1951,5,international
92339,1951,5,politique
4702,1951,5,science/technologie
38302,1951,5,"société"
24214,1951,5,sport
26401,1951,5,"économie"
74683,1951,6,culture
15040,1951,6,inclassable
184056,1951,6,international
75339,1951,6,politique
7577,1951,6,science/technologie
32634,1951,6,"société"
20851,1951,6,sport
31484,1951,6,"économie"
68983,1951,7,culture
13698,1951,7,inclassable
194440,1951,7,international
91422,1951,7,politique
5615,1951,7,science/technologie
34609,1951,7,"société"
21896,1951,7,sport
41770,1951,7,"économie"
61518,1951,8,culture
14909,1951,8,inclassable
169747,1951,8,international
61318,1951,8,politique
4382,1951,8,science/technologie
21184,1951,8,"société"
12575,1951,8,sport
20775,1951,8,"économie"
62190,1951,9,culture
19080,1951,9,inclassable
222715,1951,9,international
84333,1951,9,politique
10187,1951,9,science/technologie
38523,1951,9,"société"
20462,1951,9,sport
42802,1951,9,"économie"
83587,1951,10,culture
17978,1951,10,inclassable
185655,1951,10,international
60422,1951,10,politique
9033,1951,10,science/technologie
30676,1951,10,"société"
16464,1951,10,sport
37902,1951,10,"économie"
60620,1951,11,culture
14024,1951,11,inclassable
187538,1951,11,international
74155,1951,11,politique
7775,1951,11,science/technologie
31755,1951,11,"société"
10060,1951,11,sport
40770,1951,11,"économie"
84086,1951,12,culture
16241,1951,12,inclassable
180605,1951,12,international
77382,1951,12,politique
7137,1951,12,science/technologie
33366,1951,12,"société"
16725,1951,12,sport
55893,1951,12,"économie"
84533,1952,1,culture
21750,1952,1,inclassable
224277,1952,1,international
87303,1952,1,politique
6255,1952,1,science/technologie
27498,1952,1,"société"
19465,1952,1,sport
39384,1952,1,"économie"
70598,1952,2,culture
16772,1952,2,inclassable
196494,1952,2,international
85300,1952,2,politique
9125,1952,2,science/technologie
34148,1952,2,"société"
14059,1952,2,sport
45155,1952,2,"économie"
79244,1952,3,culture
17208,1952,3,inclassable
176480,1952,3,international
86595,1952,3,politique
6362,1952,3,science/technologie
42083,1952,3,"société"
15989,1952,3,sport
45293,1952,3,"économie"
81364,1952,4,culture
11915,1952,4,inclassable
212096,1952,4,international
64403,1952,4,politique
9057,1952,4,science/technologie
36506,1952,4,"société"
17556,1952,4,sport
47364,1952,4,"économie"
96762,1952,5,culture
22699,1952,5,inclassable
202677,1952,5,international
97236,1952,5,politique
9524,1952,5,science/technologie
28808,1952,5,"société"
16372,1952,5,sport
48313,1952,5,"économie"
91095,1952,6,culture
17651,1952,6,inclassable
196345,1952,6,international
107633,1952,6,politique
11952,1952,6,science/technologie
42215,1952,6,"société"
22509,1952,6,sport
49541,1952,6,"économie"
78732,1952,7,culture
40864,1952,7,inclassable
204036,1952,7,international
75710,1952,7,politique
6893,1952,7,science/technologie
42505,1952,7,"société"
35825,1952,7,sport
40903,1952,7,"économie"
83754,1952,8,culture
35950,1952,8,inclassable
220553,1952,8,international
41226,1952,8,politique
8409,1952,8,science/technologie
48274,1952,8,"société"
23566,1952,8,sport
41417,1952,8,"économie"
90286,1952,9,culture
32558,1952,9,inclassable
230504,1952,9,international
60347,1952,9,politique
14577,1952,9,science/technologie
33689,1952,9,"société"
19035,1952,9,sport
44237,1952,9,"économie"
90245,1952,10,culture
29483,1952,10,inclassable
189514,1952,10,international
92693,1952,10,politique
12365,1952,10,science/technologie
51371,1952,10,"société"
13718,1952,10,sport
46828,1952,10,"économie"
87340,1952,11,culture
15513,1952,11,inclassable
191533,1952,11,international
105335,1952,11,politique
6090,1952,11,science/technologie
42422,1952,11,"société"
12565,1952,11,sport
46436,1952,11,"économie"
95765,1952,12,culture
25521,1952,12,inclassable
212269,1952,12,international
117066,1952,12,politique
7704,1952,12,science/technologie
40476,1952,12,"société"
15179,1952,12,sport
60199,1952,12,"économie"
87026,1953,1,culture
23023,1953,1,inclassable
188224,1953,1,international
133234,1953,1,politique
4319,1953,1,science/technologie
36176,1953,1,"société"
15552,1953,1,sport
40158,1953,1,"économie"
59321,1953,2,culture
17214,1953,2,inclassable
202685,1953,2,international
94939,1953,2,politique
3177,1953,2,science/technologie
35944,1953,2,"société"
13513,1953,2,sport
33119,1953,2,"économie"
66902,1953,3,culture
13546,1953,3,inclassable
221175,1953,3,international
98367,1953,3,politique
6353,1953,3,science/technologie
30417,1953,3,"société"
13894,1953,3,sport
39368,1953,3,"économie"
73338,1953,4,culture
21137,1953,4,inclassable
219913,1953,4,international
67094,1953,4,politique
6793,1953,4,science/technologie
45376,1953,4,"société"
14415,1953,4,sport
26421,1953,4,"économie"
80767,1953,5,culture
17944,1953,5,inclassable
177957,1953,5,international
92455,1953,5,politique
6514,1953,5,science/technologie
49091,1953,5,"société"
16502,1953,5,sport
39589,1953,5,"économie"
95603,1953,6,culture
17074,1953,6,inclassable
178796,1953,6,international
116689,1953,6,politique
8336,1953,6,science/technologie
37913,1953,6,"société"
23459,1953,6,sport
44765,1953,6,"économie"
91163,1953,7,culture
21499,1953,7,inclassable
240359,1953,7,international
113943,1953,7,politique
9823,1953,7,science/technologie
57979,1953,7,"société"
23125,1953,7,sport
44647,1953,7,"économie"
75165,1953,8,culture
24952,1953,8,inclassable
237312,1953,8,international
60022,1953,8,politique
10091,1953,8,science/technologie
57435,1953,8,"société"
14907,1953,8,sport
44620,1953,8,"économie"
84446,1953,9,culture
18490,1953,9,inclassable
235072,1953,9,international
71805,1953,9,politique
9031,1953,9,science/technologie
37424,1953,9,"société"
17127,1953,9,sport
45736,1953,9,"économie"
116295,1953,10,culture
27686,1953,10,inclassable
241818,1953,10,international
96571,1953,10,politique
13937,1953,10,science/technologie
41366,1953,10,"société"
14395,1953,10,sport
59997,1953,10,"économie"
88315,1953,11,culture
21473,1953,11,inclassable
229400,1953,11,international
122734,1953,11,politique
12658,1953,11,science/technologie
44765,1953,11,"société"
17899,1953,11,sport
57406,1953,11,"économie"
106705,1953,12,culture
26061,1953,12,inclassable
196624,1953,12,international
146314,1953,12,politique
10887,1953,12,science/technologie
41064,1953,12,"société"
16699,1953,12,sport
61066,1953,12,"économie"
88750,1954,1,culture
16027,1954,1,inclassable
257888,1954,1,international
93929,1954,1,politique
9803,1954,1,science/technologie
42635,1954,1,"société"
16177,1954,1,sport
46759,1954,1,"économie"
84109,1954,2,culture
12164,1954,2,inclassable
214862,1954,2,international
77769,1954,2,politique
10460,1954,2,science/technologie
40491,1954,2,"société"
13290,1954,2,sport
44595,1954,2,"économie"
92598,1954,3,culture
23938,1954,3,inclassable
236393,1954,3,international
99188,1954,3,politique
15350,1954,3,science/technologie
54812,1954,3,"société"
19145,1954,3,sport
61285,1954,3,"économie"
95100,1954,4,culture
24527,1954,4,inclassable
241640,1954,4,international
94181,1954,4,politique
11071,1954,4,science/technologie
43921,1954,4,"société"
15673,1954,4,sport
39189,1954,4,"économie"
110504,1954,5,culture
24249,1954,5,inclassable
260414,1954,5,international
105885,1954,5,politique
6582,1954,5,science/technologie
39313,1954,5,"société"
18842,1954,5,sport
43911,1954,5,"économie"
105977,1954,6,culture
21857,1954,6,inclassable
277485,1954,6,international
133527,1954,6,politique
10220,1954,6,science/technologie
39037,1954,6,"société"
24362,1954,6,sport
49490,1954,6,"économie"
76051,1954,7,culture
15951,1954,7,inclassable
253607,1954,7,international
89314,1954,7,politique
8681,1954,7,science/technologie
41049,1954,7,"société"
23717,1954,7,sport
45685,1954,7,"économie"
92976,1954,8,culture
18085,1954,8,inclassable
243090,1954,8,international
113362,1954,8,politique
8726,1954,8,science/technologie
28008,1954,8,"société"
21185,1954,8,sport
39825,1954,8,"économie"
72522,1954,9,culture
22322,1954,9,inclassable
232182,1954,9,international
104951,1954,9,politique
10717,1954,9,science/technologie
31057,1954,9,"société"
19338,1954,9,sport
34554,1954,9,"économie"
101534,1954,10,culture
22294,1954,10,inclassable
244479,1954,10,international
117825,1954,10,politique
14719,1954,10,science/technologie
37668,1954,10,"société"
18096,1954,10,sport
57799,1954,10,"économie"
87741,1954,11,culture
25175,1954,11,inclassable
231434,1954,11,international
122146,1954,11,politique
7662,1954,11,science/technologie
48322,1954,11,"société"
18622,1954,11,sport
48913,1954,11,"économie"
109966,1954,12,culture
20377,1954,12,inclassable
233618,1954,12,international
161737,1954,12,politique
10459,1954,12,science/technologie
48428,1954,12,"société"
16264,1954,12,sport
60195,1954,12,"économie"
69358,1955,1,culture
28201,1955,1,inclassable
205902,1955,1,international
101531,1955,1,politique
10804,1955,1,science/technologie
56474,1955,1,"société"
15874,1955,1,sport
47290,1955,1,"économie"
96083,1955,2,culture
18843,1955,2,inclassable
187184,1955,2,international
121369,1955,2,politique
11140,1955,2,science/technologie
41031,1955,2,"société"
13178,1955,2,sport
35213,1955,2,"économie"
103558,1955,3,culture
17004,1955,3,inclassable
231599,1955,3,international
152240,1955,3,politique
18376,1955,3,science/technologie
37722,1955,3,"société"
17904,1955,3,sport
45302,1955,3,"économie"
74936,1955,4,culture
14048,1955,4,inclassable
237724,1955,4,international
79607,1955,4,politique
18724,1955,4,science/technologie
42013,1955,4,"société"
19289,1955,4,sport
42486,1955,4,"économie"
84133,1955,5,culture
17220,1955,5,inclassable
245374,1955,5,international
101816,1955,5,politique
10824,1955,5,science/technologie
35124,1955,5,"société"
19845,1955,5,sport
44338,1955,5,"économie"
79559,1955,6,culture
22807,1955,6,inclassable
261462,1955,6,international
78169,1955,6,politique
13306,1955,6,science/technologie
45055,1955,6,"société"
31373,1955,6,sport
54337,1955,6,"économie"
72558,1955,7,culture
8786,1955,7,inclassable
270877,1955,7,international
78545,1955,7,politique
7789,1955,7,science/technologie
41864,1955,7,"société"
25244,1955,7,sport
45361,1955,7,"économie"
100327,1955,8,culture
19784,1955,8,inclassable
271085,1955,8,international
42414,1955,8,politique
36407,1955,8,science/technologie
54460,1955,8,"société"
27543,1955,8,sport
35230,1955,8,"économie"
88226,1955,9,culture
19808,1955,9,inclassable
297614,1955,9,international
34436,1955,9,politique
8480,1955,9,science/technologie
54934,1955,9,"société"
19567,1955,9,sport
34322,1955,9,"économie"
96170,1955,10,culture
24125,1955,10,inclassable
246837,1955,10,international
100747,1955,10,politique
14270,1955,10,science/technologie
46776,1955,10,"société"
19850,1955,10,sport
33614,1955,10,"économie"
107818,1955,11,culture
13969,1955,11,inclassable
224367,1955,11,international
116336,1955,11,politique
9503,1955,11,science/technologie
40516,1955,11,"société"
19706,1955,11,sport
24115,1955,11,"économie"
111285,1955,12,culture
21367,1955,12,inclassable
202227,1955,12,international
137289,1955,12,politique
14613,1955,12,science/technologie
51383,1955,12,"société"
16382,1955,12,sport
38814,1955,12,"économie"
84852,1956,1,culture
13800,1956,1,inclassable
193356,1956,1,international
109413,1956,1,politique
7772,1956,1,science/technologie
34311,1956,1,"société"
19558,1956,1,sport
46393,1956,1,"économie"
89692,1956,2,culture
16451,1956,2,inclassable
241360,1956,2,international
77624,1956,2,politique
7946,1956,2,science/technologie
50160,1956,2,"société"
15338,1956,2,sport
23233,1956,2,"économie"
91976,1956,3,culture
11282,1956,3,inclassable
274405,1956,3,international
134978,1956,3,politique
9384,1956,3,science/technologie
34179,1956,3,"société"
15682,1956,3,sport
32551,1956,3,"économie"
93286,1956,4,culture
15057,1956,4,inclassable
274751,1956,4,international
104910,1956,4,politique
7016,1956,4,science/technologie
34213,1956,4,"société"
16354,1956,4,sport
30019,1956,4,"économie"
93128,1956,5,culture
16600,1956,5,inclassable
266729,1956,5,international
111626,1956,5,politique
11149,1956,5,science/technologie
47295,1956,5,"société"
25585,1956,5,sport
37896,1956,5,"économie"
93031,1956,6,culture
12273,1956,6,inclassable
247324,1956,6,international
93373,1956,6,politique
10565,1956,6,science/technologie
40011,1956,6,"société"
18287,1956,6,sport
37081,1956,6,"économie"
77272,1956,7,culture
19552,1956,7,inclassable
265216,1956,7,international
85462,1956,7,politique
8619,1956,7,science/technologie
37501,1956,7,"société"
20337,1956,7,sport
44905,1956,7,"économie"
76593,1956,8,culture
17093,1956,8,inclassable
313094,1956,8,international
35141,1956,8,politique
6874,1956,8,science/technologie
29991,1956,8,"société"
17046,1956,8,sport
29879,1956,8,"économie"
80148,1956,9,culture
15555,1956,9,inclassable
298720,1956,9,international
38529,1956,9,politique
10401,1956,9,science/technologie
38026,1956,9,"société"
17162,1956,9,sport
44704,1956,9,"économie"
86268,1956,10,culture
14726,1956,10,inclassable
335781,1956,10,international
77195,1956,10,politique
18185,1956,10,science/technologie
40162,1956,10,"société"
20702,1956,10,sport
33052,1956,10,"économie"
81004,1956,11,culture
15752,1956,11,inclassable
359440,1956,11,international
65974,1956,11,politique
7813,1956,11,science/technologie
34328,1956,11,"société"
16456,1956,11,sport
37735,1956,11,"économie"
77599,1956,12,culture
14385,1956,12,inclassable
292656,1956,12,international
74355,1956,12,politique
8542,1956,12,science/technologie
33901,1956,12,"société"
14687,1956,12,sport
69429,1956,12,"économie"
80464,1957,1,culture
16281,1957,1,inclassable
310608,1957,1,international
66327,1957,1,politique
12119,1957,1,science/technologie
41103,1957,1,"société"
17880,1957,1,sport
45399,1957,1,"économie"
70405,1957,2,culture
15476,1957,2,inclassable
258230,1957,2,international
66823,1957,2,politique
6620,1957,2,science/technologie
30920,1957,2,"société"
13644,1957,2,sport
39266,1957,2,"économie"
90743,1957,3,culture
