n,annee,mois,rubrique
63794,1946,8,culture
32717,1946,8,inclassable
278977,1946,8,international
153707,1946,8,politique
8938,1946,8,science/technologie
47144,1946,8,"société"
22269,1946,8,sport
42915,1946,8,"économie"
53459,1946,9,culture
50305,1946,9,inclassable
206829,1946,9,international
163930,1946,9,politique
1852,1946,9,science/technologie
22153,1946,9,"société"
16552,1946,9,sport
32439,1946,9,"économie"
73367,1946,10,culture
17640,1946,10,inclassable
213833,1946,10,international
160500,1946,10,politique
9232,1946,10,science/technologie
30725,1946,10,"société"
17556,1946,10,sport
37432,1946,10,"économie"
64198,1946,11,culture
25644,1946,11,inclassable
189947,1946,11,international
135337,1946,11,politique
8770,1946,11,science/technologie
33623,1946,11,"société"
13423,1946,11,sport
39816,1946,11,"économie"
71032,1946,12,culture
18304,1946,12,inclassable
196793,1946,12,international
126051,1946,12,politique
7828,1946,12,science/technologie
32954,1946,12,"société"
16561,1946,12,sport
44901,1946,12,"économie"
56325,1947,1,culture
12391,1947,1,inclassable
153791,1947,1,international
131964,1947,1,politique
3981,1947,1,science/technologie
23485,1947,1,"société"
12737,1947,1,sport
52140,1947,1,"économie"
27401,1947,2,culture
9268,1947,2,inclassable
93638,1947,2,international
60160,1947,2,politique
6622,1947,2,science/technologie
13376,1947,2,"société"
9051,1947,2,sport
18339,1947,2,"économie"
27803,1947,3,culture
7807,1947,3,inclassable
83318,1947,3,international
80732,1947,3,politique
4302,1947,3,science/technologie
11620,1947,3,"société"
7886,1947,3,sport
15823,1947,3,"économie"
73363,1947,4,culture
31907,1947,4,inclassable
209440,1947,4,international
126870,1947,4,politique
6331,1947,4,science/technologie
34618,1947,4,"société"
18530,1947,4,sport
31358,1947,4,"économie"
70757,1947,5,culture
22775,1947,5,inclassable
171389,1947,5,international
133737,1947,5,politique
2346,1947,5,science/technologie
56285,1947,5,"société"
20663,1947,5,sport
36019,1947,5,"économie"
64823,1947,6,culture
9271,1947,6,inclassable
143994,1947,6,international
147385,1947,6,politique
8168,1947,6,science/technologie
54121,1947,6,"société"
19338,1947,6,sport
45031,1947,6,"économie"
66248,1947,7,culture
19815,1947,7,inclassable
201912,1947,7,international
155339,1947,7,politique
8566,1947,7,science/technologie
33218,1947,7,"société"
23053,1947,7,sport
32931,1947,7,"économie"
51789,1947,8,culture
21605,1947,8,inclassable
221958,1947,8,international
122081,1947,8,politique
4537,1947,8,science/technologie
41057,1947,8,"société"
15257,1947,8,sport
31724,1947,8,"économie"
67861,1947,9,culture
19138,1947,9,inclassable
188578,1947,9,international
98440,1947,9,politique
7102,1947,9,science/technologie
63624,1947,9,"société"
19760,1947,9,sport
35136,1947,9,"économie"
75066,1947,10,culture
18212,1947,10,inclassable
157271,1947,10,international
141680,1947,10,politique
2969,1947,10,science/technologie
54816,1947,10,"société"
11438,1947,10,sport
38824,1947,10,"économie"
58129,1947,11,culture
7404,1947,11,inclassable
150355,1947,11,international
132384,1947,11,politique
5950,1947,11,science/technologie
62585,1947,11,"société"
13518,1947,11,sport
34271,1947,11,"économie"
40547,1947,12,culture
11335,1947,12,inclassable
104618,1947,12,international
92543,1947,12,politique
1245,1947,12,science/technologie
35482,1947,12,"société"
8391,1947,12,sport
26844,1947,12,"économie"
64648,1948,1,culture
17473,1948,1,inclassable
184876,1948,1,international
119780,1948,1,politique
6353,1948,1,science/technologie
33118,1948,1,"société"
19513,1948,1,sport
64708,1948,1,"économie"
62589,1948,2,culture
16153,1948,2,inclassable
177217,1948,2,international
94851,1948,2,politique
5278,1948,2,science/technologie
32847,1948,2,"société"
21325,1948,2,sport
56316,1948,2,"économie"
84357,1948,3,culture
21831,1948,3,inclassable
221605,1948,3,international
95264,1948,3,politique
3453,1948,3,science/technologie
45242,1948,3,"société"
21175,1948,3,sport
35423,1948,3,"économie"
79161,1948,4,culture
16688,1948,4,inclassable
202713,1948,4,international
93382,1948,4,politique
4242,1948,4,science/technologie
41384,1948,4,"société"
16643,1948,4,sport
32659,1948,4,"économie"
87208,1948,5,culture
21978,1948,5,inclassable
188045,1948,5,international
96686,1948,5,politique
5378,1948,5,science/technologie
31626,1948,5,"société"
24453,1948,5,sport
28670,1948,5,"économie"
84360,1948,6,culture
16218,1948,6,inclassable
172658,1948,6,international
139255,1948,6,politique
4773,1948,6,science/technologie
34557,1948,6,"société"
21042,1948,6,sport
39475,1948,6,"économie"
82599,1948,7,culture
27140,1948,7,inclassable
188680,1948,7,international
139355,1948,7,politique
7423,1948,7,science/technologie
32224,1948,7,"société"
30697,1948,7,sport
31678,1948,7,"économie"
81219,1948,8,culture
23839,1948,8,inclassable
200848,1948,8,international
123811,1948,8,politique
12978,1948,8,science/technologie
42085,1948,8,"société"
33357,1948,8,sport
40678,1948,8,"économie"
53153,1948,9,culture
22235,1948,9,inclassable
186872,1948,9,international
124929,1948,9,politique
3005,1948,9,science/technologie
43546,1948,9,"société"
22397,1948,9,sport
46560,1948,9,"économie"
83792,1948,10,culture
14592,1948,10,inclassable
190377,1948,10,international
93079,1948,10,politique
10515,1948,10,science/technologie
74540,1948,10,"société"
15097,1948,10,sport
36672,1948,10,"économie"
75510,1948,11,culture
17128,1948,11,inclassable
183406,1948,11,international
120429,1948,11,politique
5562,1948,11,science/technologie
47707,1948,11,"société"
16413,1948,11,sport
27787,1948,11,"économie"
91986,1948,12,culture
21085,1948,12,inclassable
233369,1948,12,international
135191,1948,12,politique
13529,1948,12,science/technologie
41779,1948,12,"société"
14779,1948,12,sport
55830,1948,12,"économie"
76040,1949,1,culture
14667,1949,1,inclassable
202806,1949,1,international
114057,1949,1,politique
8371,1949,1,science/technologie
39852,1949,1,"société"
19644,1949,1,sport
51776,1949,1,"économie"
67154,1949,2,culture
12477,1949,2,inclassable
179380,1949,2,international
142962,1949,2,politique
5862,1949,2,science/technologie
35056,1949,2,"société"
15198,1949,2,sport
34511,1949,2,"économie"
98777,1949,3,culture
24058,1949,3,inclassable
213164,1949,3,international
132294,1949,3,politique
8387,1949,3,science/technologie
29807,1949,3,"société"
21669,1949,3,sport
27566,1949,3,"économie"
88059,1949,4,culture
15059,1949,4,inclassable
230054,1949,4,international
85854,1949,4,politique
11972,1949,4,science/technologie
44924,1949,4,"société"
25909,1949,4,sport
50521,1949,4,"économie"
116414,1949,5,culture
24353,1949,5,inclassable
223343,1949,5,international
96995,1949,5,politique
17927,1949,5,science/technologie
46686,1949,5,"société"
32376,1949,5,sport
46902,1949,5,"économie"
98331,1949,6,culture
22260,1949,6,inclassable
197717,1949,6,international
122079,1949,6,politique
8944,1949,6,science/technologie
36926,1949,6,"société"
34624,1949,6,sport
47199,1949,6,"économie"
92214,1949,7,culture
18522,1949,7,inclassable
225860,1949,7,international
121430,1949,7,politique
4721,1949,7,science/technologie
41666,1949,7,"société"
38031,1949,7,sport
40502,1949,7,"économie"
88474,1949,8,culture
18341,1949,8,inclassable
256596,1949,8,international
63866,1949,8,politique
8874,1949,8,science/technologie
68851,1949,8,"société"
36771,1949,8,sport
29924,1949,8,"économie"
94780,1949,9,culture
19254,1949,9,inclassable
234175,1949,9,international
61883,1949,9,politique
15057,1949,9,science/technologie
51774,1949,9,"société"
29285,1949,9,sport
51449,1949,9,"économie"
113451,1949,10,culture
22015,1949,10,inclassable
250648,1949,10,international
137841,1949,10,politique
12860,1949,10,science/technologie
52849,1949,10,"société"
29888,1949,10,sport
36096,1949,10,"économie"
104339,1949,11,culture
16726,1949,11,inclassable
257449,1949,11,international
103572,1949,11,politique
10453,1949,11,science/technologie
45729,1949,11,"société"
28705,1949,11,sport
36888,1949,11,"économie"
136908,1949,12,culture
38517,1949,12,inclassable
275802,1949,12,international
133740,1949,12,politique
10225,1949,12,science/technologie
50303,1949,12,"société"
24455,1949,12,sport
51262,1949,12,"économie"
116382,1950,1,culture
26517,1950,1,inclassable
264133,1950,1,international
142600,1950,1,politique
15549,1950,1,science/technologie
43215,1950,1,"société"
32187,1950,1,sport
39329,1950,1,"économie"
75229,1950,2,culture
24175,1950,2,inclassable
208206,1950,2,international
161353,1950,2,politique
11154,1950,2,science/technologie
46044,1950,2,"société"
20899,1950,2,sport
27631,1950,2,"économie"
116107,1950,3,culture
23035,1950,3,inclassable
248887,1950,3,international
141392,1950,3,politique
8753,1950,3,science/technologie
56354,1950,3,"société"
25209,1950,3,sport
43269,1950,3,"économie"
132676,1950,4,culture
32040,1950,4,inclassable
228960,1950,4,international
103799,1950,4,politique
21565,1950,4,science/technologie
55401,1950,4,"société"
31506,1950,4,sport
33568,1950,4,"économie"
143583,1950,5,culture
23122,1950,5,inclassable
238810,1950,5,international
134065,1950,5,politique
5636,1950,5,science/technologie
45788,1950,5,"société"
30340,1950,5,sport
42871,1950,5,"économie"
145830,1950,6,culture
20993,1950,6,inclassable
243300,1950,6,international
134603,1950,6,politique
13079,1950,6,science/technologie
40899,1950,6,"société"
29145,1950,6,sport
52202,1950,6,"économie"
123999,1950,7,culture
42315,1950,7,inclassable
302726,1950,7,international
114719,1950,7,politique
8482,1950,7,science/technologie
42106,1950,7,"société"
39543,1950,7,sport
48171,1950,7,"économie"
99646,1950,8,culture
35188,1950,8,inclassable
286018,1950,8,international
64795,1950,8,politique
8390,1950,8,science/technologie
43841,1950,8,"société"
34732,1950,8,sport
40331,1950,8,"économie"
104362,1950,9,culture
47829,1950,9,inclassable
266167,1950,9,international
66747,1950,9,politique
19156,1950,9,science/technologie
34925,1950,9,"société"
25273,1950,9,sport
50180,1950,9,"économie"
141084,1950,10,culture
29233,1950,10,inclassable
306964,1950,10,international
100511,1950,10,politique
14897,1950,10,science/technologie
43275,1950,10,"société"
26606,1950,10,sport
46114,1950,10,"économie"
126926,1950,11,culture
38826,1950,11,inclassable
288102,1950,11,international
110545,1950,11,politique
10497,1950,11,science/technologie
50072,1950,11,"société"
23612,1950,11,sport
44565,1950,11,"économie"
159753,1950,12,culture
19903,1950,12,inclassable
298155,1950,12,international
119350,1950,12,politique
8961,1950,12,science/technologie
52792,1950,12,"société"
25676,1950,12,sport
53156,1950,12,"économie"
112343,1951,1,culture
34324,1951,1,inclassable
299476,1951,1,international
123143,1951,1,politique
16678,1951,1,science/technologie
42339,1951,1,"société"
39490,1951,1,sport
43250,1951,1,"économie"
111252,1951,2,culture
25767,1951,2,inclassable
249211,1951,2,international
99430,1951,2,politique
5642,1951,2,science/technologie
40422,1951,2,"société"
28744,1951,2,sport
57512,1951,2,"économie"
148942,1951,3,culture
25326,1951,3,inclassable
263439,1951,3,international
122291,1951,3,politique
9942,1951,3,science/technologie
69422,1951,3,"société"
33026,1951,3,sport
47249,1951,3,"économie"
108922,1951,4,culture
22329,1951,4,inclassable
258471,1951,4,international
122302,1951,4,politique
5495,1951,4,science/technologie
47737,1951,4,"société"
24154,1951,4,sport
43991,1951,4,"économie"
127991,1951,5,culture
29172,1951,5,inclassable
272908,1951,5,international
141629,1951,5,politique
6768,1951,5,science/technologie
61226,1951,5,"société"
40967,1951,5,sport
37777,1951,5,"économie"
122757,1951,6,culture
23852,1951,6,inclassable
261859,1951,6,international
111948,1951,6,politique
11222,1951,6,science/technologie
49772,1951,6,"société"
34395,1951,6,sport
44885,1951,6,"économie"
109885,1951,7,culture
21123,1951,7,inclassable
274471,1951,7,international
135303,1951,7,politique
8138,1951,7,science/technologie
52072,1951,7,"société"
36519,1951,7,sport
59761,1951,7,"économie"
98561,1951,8,culture
23473,1951,8,inclassable
238429,1951,8,international
89150,1951,8,politique
6224,1951,8,science/technologie
33221,1951,8,"société"
21128,1951,8,sport
30319,1951,8,"économie"
102099,1951,9,culture
28766,1951,9,inclassable
309653,1951,9,international
123541,1951,9,politique
14948,1951,9,science/technologie
58663,1951,9,"société"
34181,1951,9,sport
60690,1951,9,"économie"
136300,1951,10,culture
28785,1951,10,inclassable
259130,1951,10,international
88962,1951,10,politique
13338,1951,10,science/technologie
45835,1951,10,"société"
28191,1951,10,sport
53588,1951,10,"économie"
99055,1951,11,culture
22093,1951,11,inclassable
264615,1951,11,international
109471,1951,11,politique
11704,1951,11,science/technologie
49731,1951,11,"société"
16439,1951,11,sport
58187,1951,11,"économie"
138445,1951,12,culture
25066,1951,12,inclassable
257206,1951,12,international
113724,1951,12,politique
10348,1951,12,science/technologie
50765,1951,12,"société"
26833,1951,12,sport
80215,1951,12,"économie"
138375,1952,1,culture
34574,1952,1,inclassable
320920,1952,1,international
127843,1952,1,politique
8929,1952,1,science/technologie
42785,1952,1,"société"
31913,1952,1,sport
56932,1952,1,"économie"
116588,1952,2,culture
26134,1952,2,inclassable
279895,1952,2,international
124953,1952,2,politique
13175,1952,2,science/technologie
53193,1952,2,"société"
22700,1952,2,sport
64595,1952,2,"économie"
129255,1952,3,culture
27170,1952,3,inclassable
250725,1952,3,international
129198,1952,3,politique
9150,1952,3,science/technologie
65258,1952,3,"société"
25744,1952,3,sport
65475,1952,3,"économie"
131930,1952,4,culture
17936,1952,4,inclassable
301918,1952,4,international
96315,1952,4,politique
13521,1952,4,science/technologie
56720,1952,4,"société"
29089,1952,4,sport
67794,1952,4,"économie"
157328,1952,5,culture
34676,1952,5,inclassable
286687,1952,5,international
145717,1952,5,politique
14278,1952,5,science/technologie
44217,1952,5,"société"
27405,1952,5,sport
68927,1952,5,"économie"
147684,1952,6,culture
26956,1952,6,inclassable
279810,1952,6,international
158037,1952,6,politique
18030,1952,6,science/technologie
64939,1952,6,"société"
37432,1952,6,sport
69646,1952,6,"économie"
127900,1952,7,culture
65426,1952,7,inclassable
293293,1952,7,international
112463,1952,7,politique
9807,1952,7,science/technologie
65113,1952,7,"société"
56948,1952,7,sport
58793,1952,7,"économie"
135149,1952,8,culture
55301,1952,8,inclassable
315047,1952,8,international
59896,1952,8,politique
12512,1952,8,science/technologie
73725,1952,8,"société"
38761,1952,8,sport
58834,1952,8,"économie"
146185,1952,9,culture
51705,1952,9,inclassable
326252,1952,9,international
88950,1952,9,politique
21180,1952,9,science/technologie
52152,1952,9,"société"
32481,1952,9,sport
62748,1952,9,"économie"
149830,1952,10,culture
47505,1952,10,inclassable
271578,1952,10,international
137205,1952,10,politique
18066,1952,10,science/technologie
82243,1952,10,"société"
24029,1952,10,sport
65977,1952,10,"économie"
141757,1952,11,culture
23675,1952,11,inclassable
276662,1952,11,international
157859,1952,11,politique
8953,1952,11,science/technologie
65852,1952,11,"société"
20559,1952,11,sport
66547,1952,11,"économie"
156066,1952,12,culture
38777,1952,12,inclassable
304267,1952,12,international
173821,1952,12,politique
11037,1952,12,science/technologie
62501,1952,12,"société"
24449,1952,12,sport
87158,1952,12,"économie"
141488,1953,1,culture
36481,1953,1,inclassable
268256,1953,1,international
199148,1953,1,politique
6104,1953,1,science/technologie
56645,1953,1,"société"
25512,1953,1,sport
56821,1953,1,"économie"
96670,1953,2,culture
27620,1953,2,inclassable
287102,1953,2,international
140974,1953,2,politique
4608,1953,2,science/technologie
54836,1953,2,"société"
22556,1953,2,sport
47053,1953,2,"économie"
110646,1953,3,culture
20343,1953,3,inclassable
315501,1953,3,international
142797,1953,3,politique
9573,1953,3,science/technologie
46944,1953,3,"société"
23478,1953,3,sport
55784,1953,3,"économie"
120020,1953,4,culture
32914,1953,4,inclassable
314446,1953,4,international
100417,1953,4,politique
10074,1953,4,science/technologie
70158,1953,4,"société"
24549,1953,4,sport
37842,1953,4,"économie"
131250,1953,5,culture
28048,1953,5,inclassable
253760,1953,5,international
134701,1953,5,politique
9450,1953,5,science/technologie
75271,1953,5,"société"
26896,1953,5,sport
56565,1953,5,"économie"
155292,1953,6,culture
25619,1953,6,inclassable
253572,1953,6,international
172463,1953,6,politique
12736,1953,6,science/technologie
58792,1953,6,"société"
38101,1953,6,sport
64147,1953,6,"économie"
148510,1953,7,culture
35431,1953,7,inclassable
343037,1953,7,international
168263,1953,7,politique
14288,1953,7,science/technologie
90549,1953,7,"société"
37516,1953,7,sport
63221,1953,7,"économie"
121068,1953,8,culture
39904,1953,8,inclassable
341501,1953,8,international
87431,1953,8,politique
14833,1953,8,science/technologie
91123,1953,8,"société"
25836,1953,8,sport
63897,1953,8,"économie"
140946,1953,9,culture
30196,1953,9,inclassable
333289,1953,9,international
104189,1953,9,politique
13175,1953,9,science/technologie
57305,1953,9,"société"
28689,1953,9,sport
64470,1953,9,"économie"
191069,1953,10,culture
42200,1953,10,inclassable
343983,1953,10,international
141746,1953,10,politique
20435,1953,10,science/technologie
63434,1953,10,"société"
23816,1953,10,sport
85708,1953,10,"économie"
145872,1953,11,culture
32807,1953,11,inclassable
328410,1953,11,international
180495,1953,11,politique
18908,1953,11,science/technologie
68493,1953,11,"société"
29244,1953,11,sport
82869,1953,11,"économie"
175062,1953,12,culture
39730,1953,12,inclassable
279568,1953,12,international
216164,1953,12,politique
15951,1953,12,science/technologie
61919,1953,12,"société"
26984,1953,12,sport
89328,1953,12,"économie"
142928,1954,1,culture
24487,1954,1,inclassable
368106,1954,1,international
138030,1954,1,politique
14573,1954,1,science/technologie
65304,1954,1,"société"
27237,1954,1,sport
65968,1954,1,"économie"
138341,1954,2,culture
19105,1954,2,inclassable
307916,1954,2,international
113583,1954,2,politique
15281,1954,2,science/technologie
62285,1954,2,"société"
21841,1954,2,sport
63393,1954,2,"économie"
153097,1954,3,culture
37040,1954,3,inclassable
339508,1954,3,international
145782,1954,3,politique
22162,1954,3,science/technologie
84425,1954,3,"société"
31862,1954,3,sport
87549,1954,3,"économie"
157505,1954,4,culture
36472,1954,4,inclassable
344786,1954,4,international
139250,1954,4,politique
16246,1954,4,science/technologie
66566,1954,4,"société"
26129,1954,4,sport
57064,1954,4,"économie"
179341,1954,5,culture
36989,1954,5,inclassable
373509,1954,5,international
156369,1954,5,politique
9772,1954,5,science/technologie
59789,1954,5,"société"
31509,1954,5,sport
64494,1954,5,"économie"
176627,1954,6,culture
34294,1954,6,inclassable
399581,1954,6,international
197609,1954,6,politique
15130,1954,6,science/technologie
59654,1954,6,"société"
40228,1954,6,sport
70994,1954,6,"économie"
126084,1954,7,culture
24915,1954,7,inclassable
363738,1954,7,international
130680,1954,7,politique
12633,1954,7,science/technologie
63240,1954,7,"société"
39790,1954,7,sport
65978,1954,7,"économie"
151659,1954,8,culture
27645,1954,8,inclassable
349452,1954,8,international
165026,1954,8,politique
13173,1954,8,science/technologie
43157,1954,8,"société"
37402,1954,8,sport
59044,1954,8,"économie"
117108,1954,9,culture
35312,1954,9,inclassable
331171,1954,9,international
154090,1954,9,politique
15774,1954,9,science/technologie
46814,1954,9,"société"
32877,1954,9,sport
50247,1954,9,"économie"
167046,1954,10,culture
33882,1954,10,inclassable
347488,1954,10,international
174307,1954,10,politique
22151,1954,10,science/technologie
58157,1954,10,"société"
30260,1954,10,sport
84032,1954,10,"économie"
143948,1954,11,culture
39337,1954,11,inclassable
332688,1954,11,international
182417,1954,11,politique
11111,1954,11,science/technologie
75965,1954,11,"société"
31045,1954,11,sport
70136,1954,11,"économie"
182726,1954,12,culture
32319,1954,12,inclassable
335308,1954,12,international
238698,1954,12,politique
15317,1954,12,science/technologie
72264,1954,12,"société"
26001,1954,12,sport
88523,1954,12,"économie"
115459,1955,1,culture
43731,1955,1,inclassable
293895,1955,1,international
151562,1955,1,politique
15618,1955,1,science/technologie
87046,1955,1,"société"
25928,1955,1,sport
67916,1955,1,"économie"
157922,1955,2,culture
29142,1955,2,inclassable
266435,1955,2,international
180145,1955,2,politique
16013,1955,2,science/technologie
62766,1955,2,"société"
22059,1955,2,sport
50905,1955,2,"économie"
171063,1955,3,culture
26411,1955,3,inclassable
329400,1955,3,international
223762,1955,3,politique
26630,1955,3,science/technologie
56834,1955,3,"société"
30428,1955,3,sport
65547,1955,3,"économie"
124209,1955,4,culture
21481,1955,4,inclassable
339645,1955,4,international
119803,1955,4,politique
27270,1955,4,science/technologie
64544,1955,4,"société"
32659,1955,4,sport
60989,1955,4,"économie"
140565,1955,5,culture
27158,1955,5,inclassable
349788,1955,5,international
150626,1955,5,politique
15931,1955,5,science/technologie
54918,1955,5,"société"
33408,1955,5,sport
63821,1955,5,"économie"
132853,1955,6,culture
35581,1955,6,inclassable
376768,1955,6,international
117426,1955,6,politique
20091,1955,6,science/technologie
69516,1955,6,"société"
50994,1955,6,sport
78818,1955,6,"économie"
119119,1955,7,culture
13246,1955,7,inclassable
390756,1955,7,international
117524,1955,7,politique
11848,1955,7,science/technologie
63844,1955,7,"société"
43520,1955,7,sport
66041,1955,7,"économie"
161712,1955,8,culture
31096,1955,8,inclassable
393792,1955,8,international
63975,1955,8,politique
52385,1955,8,science/technologie
83492,1955,8,"société"
48047,1955,8,sport
51639,1955,8,"économie"
144633,1955,9,culture
30885,1955,9,inclassable
426096,1955,9,international
50838,1955,9,politique
12889,1955,9,science/technologie
83408,1955,9,"société"
34477,1955,9,sport
49774,1955,9,"économie"
159355,1955,10,culture
38222,1955,10,inclassable
354461,1955,10,international
149932,1955,10,politique
21349,1955,10,science/technologie
72343,1955,10,"société"
33943,1955,10,sport
48025,1955,10,"économie"
175850,1955,11,culture
21315,1955,11,inclassable
320028,1955,11,international
174278,1955,11,politique
14025,1955,11,science/technologie
62570,1955,11,"société"
31889,1955,11,sport
34860,1955,11,"économie"
183664,1955,12,culture
33605,1955,12,inclassable
290066,1955,12,international
206443,1955,12,politique
21441,1955,12,science/technologie
78829,1955,12,"société"
26506,1955,12,sport
56666,1955,12,"économie"
139487,1956,1,culture
21580,1956,1,inclassable
281075,1956,1,international
164774,1956,1,politique
11705,1956,1,science/technologie
52003,1956,1,"société"
31869,1956,1,sport
67346,1956,1,"économie"
148429,1956,2,culture
25806,1956,2,inclassable
346755,1956,2,international
117681,1956,2,politique
11596,1956,2,science/technologie
76753,1956,2,"société"
25750,1956,2,sport
33324,1956,2,"économie"
149916,1956,3,culture
17179,1956,3,inclassable
392697,1956,3,international
204268,1956,3,politique
14130,1956,3,science/technologie
51607,1956,3,"société"
25597,1956,3,sport
46880,1956,3,"économie"
152325,1956,4,culture
23067,1956,4,inclassable
395101,1956,4,international
159129,1956,4,politique
10832,1956,4,science/technologie
52906,1956,4,"société"
27228,1956,4,sport
43914,1956,4,"économie"
153313,1956,5,culture
25117,1956,5,inclassable
387522,1956,5,international
166968,1956,5,politique
16392,1956,5,science/technologie
72928,1956,5,"société"
41651,1956,5,sport
55602,1956,5,"économie"
151983,1956,6,culture
19312,1956,6,inclassable
359040,1956,6,international
140251,1956,6,politique
15284,1956,6,science/technologie
61861,1956,6,"société"
30367,1956,6,sport
53364,1956,6,"économie"
126465,1956,7,culture
29429,1956,7,inclassable
383106,1956,7,international
126092,1956,7,politique
13133,1956,7,science/technologie
57740,1956,7,"société"
34676,1956,7,sport
64452,1956,7,"économie"
124754,1956,8,culture
25881,1956,8,inclassable
452967,1956,8,international
52093,1956,8,politique
10131,1956,8,science/technologie
46912,1956,8,"société"
29469,1956,8,sport
43281,1956,8,"économie"
129997,1956,9,culture
23827,1956,9,inclassable
428231,1956,9,international
56560,1956,9,politique
15640,1956,9,science/technologie
57667,1956,9,"société"
30134,1956,9,sport
65396,1956,9,"économie"
144310,1956,10,culture
23840,1956,10,inclassable
484398,1956,10,international
114082,1956,10,politique
26815,1956,10,science/technologie
62101,1956,10,"société"
35040,1956,10,sport
48542,1956,10,"économie"
132451,1956,11,culture
25292,1956,11,inclassable
516876,1956,11,international
99349,1956,11,politique
11613,1956,11,science/technologie
51692,1956,11,"société"
27431,1956,11,sport
54845,1956,11,"économie"
130511,1956,12,culture
22636,1956,12,inclassable
423338,1956,12,international
111504,1956,12,politique
12604,1956,12,science/technologie
52173,1956,12,"société"
23572,1956,12,sport
102098,1956,12,"économie"
132638,1957,1,culture
24924,1957,1,inclassable
446735,1957,1,international
98969,1957,1,politique
17662,1957,1,science/technologie
63223,1957,1,"société"
28574,1957,1,sport
65780,1957,1,"économie"
115479,1957,2,culture
23746,1957,2,inclassable
371471,1957,2,international
98677,1957,2,politique
9852,1957,2,science/technologie
47630,1957,2,"société"
22195,1957,2,sport
57045,1957,2,"économie"
147367,1957,3,culture
