n,annee,mois,rubrique
52842,1947,2,politique
5794,1947,2,science/technologie
11585,1947,2,"société"
7726,1947,2,sport
16206,1947,2,"économie"
23443,1947,3,culture
6697,1947,3,inclassable
73298,1947,3,international
70423,1947,3,politique
3773,1947,3,science/technologie
9990,1947,3,"société"
6230,1947,3,sport
13678,1947,3,"économie"
62485,1947,4,culture
27419,1947,4,inclassable
184532,1947,4,international
110401,1947,4,politique
5531,1947,4,science/technologie
30190,1947,4,"société"
15362,1947,4,sport
27291,1947,4,"économie"
60644,1947,5,culture
19525,1947,5,inclassable
151522,1947,5,international
116857,1947,5,politique
2050,1947,5,science/technologie
48875,1947,5,"société"
17360,1947,5,sport
31289,1947,5,"économie"
55325,1947,6,culture
7985,1947,6,inclassable
127003,1947,6,international
128766,1947,6,politique
7081,1947,6,science/technologie
46973,1947,6,"société"
16131,1947,6,sport
39416,1947,6,"économie"
56684,1947,7,culture
17306,1947,7,inclassable
178276,1947,7,international
135459,1947,7,politique
7463,1947,7,science/technologie
28924,1947,7,"société"
19156,1947,7,sport
28838,1947,7,"économie"
44629,1947,8,culture
18777,1947,8,inclassable
196968,1947,8,international
107062,1947,8,politique
3908,1947,8,science/technologie
35747,1947,8,"société"
12414,1947,8,sport
28142,1947,8,"économie"
58354,1947,9,culture
16579,1947,9,inclassable
168084,1947,9,international
86667,1947,9,politique
6322,1947,9,science/technologie
55576,1947,9,"société"
16513,1947,9,sport
30948,1947,9,"économie"
64214,1947,10,culture
15987,1947,10,inclassable
139962,1947,10,international
124330,1947,10,politique
2583,1947,10,science/technologie
47652,1947,10,"société"
9686,1947,10,sport
34334,1947,10,"économie"
49719,1947,11,culture
6347,1947,11,inclassable
133306,1947,11,international
116022,1947,11,politique
5143,1947,11,science/technologie
54733,1947,11,"société"
11299,1947,11,sport
29999,1947,11,"économie"
34374,1947,12,culture
9677,1947,12,inclassable
93254,1947,12,international
81044,1947,12,politique
1094,1947,12,science/technologie
30947,1947,12,"société"
7058,1947,12,sport
23772,1947,12,"économie"
55316,1948,1,culture
14992,1948,1,inclassable
163933,1948,1,international
104402,1948,1,politique
5393,1948,1,science/technologie
28687,1948,1,"société"
16405,1948,1,sport
56702,1948,1,"économie"
53460,1948,2,culture
13897,1948,2,inclassable
157217,1948,2,international
83293,1948,2,politique
4581,1948,2,science/technologie
28449,1948,2,"société"
17688,1948,2,sport
49529,1948,2,"économie"
72161,1948,3,culture
18765,1948,3,inclassable
197040,1948,3,international
83382,1948,3,politique
3041,1948,3,science/technologie
39384,1948,3,"société"
17059,1948,3,sport
31388,1948,3,"économie"
68378,1948,4,culture
14297,1948,4,inclassable
179699,1948,4,international
82077,1948,4,politique
3742,1948,4,science/technologie
36221,1948,4,"société"
13671,1948,4,sport
28832,1948,4,"économie"
75106,1948,5,culture
18934,1948,5,inclassable
167490,1948,5,international
85022,1948,5,politique
4708,1948,5,science/technologie
27564,1948,5,"société"
20294,1948,5,sport
25305,1948,5,"économie"
72984,1948,6,culture
14100,1948,6,inclassable
154113,1948,6,international
122548,1948,6,politique
4169,1948,6,science/technologie
30373,1948,6,"société"
17500,1948,6,sport
34896,1948,6,"économie"
71402,1948,7,culture
23630,1948,7,inclassable
168443,1948,7,international
122533,1948,7,politique
6568,1948,7,science/technologie
28144,1948,7,"société"
26132,1948,7,sport
28136,1948,7,"économie"
70586,1948,8,culture
20724,1948,8,inclassable
179227,1948,8,international
109002,1948,8,politique
11551,1948,8,science/technologie
36600,1948,8,"société"
27976,1948,8,sport
36209,1948,8,"économie"
45880,1948,9,culture
19387,1948,9,inclassable
166649,1948,9,international
110229,1948,9,politique
2671,1948,9,science/technologie
38298,1948,9,"société"
18681,1948,9,sport
41408,1948,9,"économie"
72390,1948,10,culture
12838,1948,10,inclassable
170102,1948,10,international
81944,1948,10,politique
9368,1948,10,science/technologie
65487,1948,10,"société"
12525,1948,10,sport
32507,1948,10,"économie"
64918,1948,11,culture
14934,1948,11,inclassable
164179,1948,11,international
105995,1948,11,politique
4928,1948,11,science/technologie
41646,1948,11,"société"
13687,1948,11,sport
24358,1948,11,"économie"
79227,1948,12,culture
18400,1948,12,inclassable
207983,1948,12,international
119328,1948,12,politique
11998,1948,12,science/technologie
36469,1948,12,"société"
12470,1948,12,sport
49498,1948,12,"économie"
65699,1949,1,culture
12756,1949,1,inclassable
181513,1949,1,international
100357,1949,1,politique
7417,1949,1,science/technologie
35114,1949,1,"société"
16452,1949,1,sport
46057,1949,1,"économie"
57729,1949,2,culture
10814,1949,2,inclassable
159800,1949,2,international
125118,1949,2,politique
5170,1949,2,science/technologie
30680,1949,2,"société"
12760,1949,2,sport
30731,1949,2,"économie"
84975,1949,3,culture
20825,1949,3,inclassable
190020,1949,3,international
116224,1949,3,politique
7381,1949,3,science/technologie
26116,1949,3,"société"
18366,1949,3,sport
24673,1949,3,"économie"
75900,1949,4,culture
13143,1949,4,inclassable
205413,1949,4,international
75388,1949,4,politique
10628,1949,4,science/technologie
39322,1949,4,"société"
21487,1949,4,sport
44891,1949,4,"économie"
100318,1949,5,culture
21404,1949,5,inclassable
199412,1949,5,international
85640,1949,5,politique
15958,1949,5,science/technologie
41050,1949,5,"société"
27351,1949,5,sport
42044,1949,5,"économie"
84779,1949,6,culture
19407,1949,6,inclassable
176566,1949,6,international
107730,1949,6,politique
7895,1949,6,science/technologie
32371,1949,6,"société"
29354,1949,6,sport
41959,1949,6,"économie"
79332,1949,7,culture
16217,1949,7,inclassable
202440,1949,7,international
106913,1949,7,politique
4193,1949,7,science/technologie
36671,1949,7,"société"
32209,1949,7,sport
36354,1949,7,"économie"
76418,1949,8,culture
16045,1949,8,inclassable
229800,1949,8,international
56527,1949,8,politique
7868,1949,8,science/technologie
60612,1949,8,"société"
30867,1949,8,sport
26639,1949,8,"économie"
81755,1949,9,culture
16785,1949,9,inclassable
209606,1949,9,international
54863,1949,9,politique
13267,1949,9,science/technologie
45550,1949,9,"société"
24321,1949,9,sport
45885,1949,9,"économie"
97200,1949,10,culture
19127,1949,10,inclassable
223703,1949,10,international
121181,1949,10,politique
11333,1949,10,science/technologie
45977,1949,10,"société"
24947,1949,10,sport
32232,1949,10,"économie"
89541,1949,11,culture
14656,1949,11,inclassable
230316,1949,11,international
91559,1949,11,politique
9325,1949,11,science/technologie
39750,1949,11,"société"
24324,1949,11,sport
32920,1949,11,"économie"
117720,1949,12,culture
33210,1949,12,inclassable
245234,1949,12,international
117861,1949,12,politique
9027,1949,12,science/technologie
44082,1949,12,"société"
20611,1949,12,sport
45450,1949,12,"économie"
100015,1950,1,culture
23159,1950,1,inclassable
235719,1950,1,international
125378,1950,1,politique
13719,1950,1,science/technologie
38007,1950,1,"société"
27298,1950,1,sport
35038,1950,1,"économie"
64547,1950,2,culture
21289,1950,2,inclassable
185625,1950,2,international
142416,1950,2,politique
9883,1950,2,science/technologie
40403,1950,2,"société"
16943,1950,2,sport
24546,1950,2,"économie"
99514,1950,3,culture
20077,1950,3,inclassable
221898,1950,3,international
124556,1950,3,politique
7807,1950,3,science/technologie
49456,1950,3,"société"
21243,1950,3,sport
38471,1950,3,"économie"
114147,1950,4,culture
28006,1950,4,inclassable
204630,1950,4,international
91622,1950,4,politique
19139,1950,4,science/technologie
48791,1950,4,"société"
26531,1950,4,sport
29928,1950,4,"économie"
123154,1950,5,culture
20110,1950,5,inclassable
212858,1950,5,international
117974,1950,5,politique
4995,1950,5,science/technologie
40258,1950,5,"société"
25416,1950,5,sport
38240,1950,5,"économie"
124660,1950,6,culture
18302,1950,6,inclassable
216357,1950,6,international
118716,1950,6,politique
11486,1950,6,science/technologie
35575,1950,6,"société"
24695,1950,6,sport
46577,1950,6,"économie"
106390,1950,7,culture
37341,1950,7,inclassable
270056,1950,7,international
101040,1950,7,politique
7431,1950,7,science/technologie
36685,1950,7,"société"
33684,1950,7,sport
42772,1950,7,"économie"
85088,1950,8,culture
30771,1950,8,inclassable
255683,1950,8,international
57396,1950,8,politique
7368,1950,8,science/technologie
38258,1950,8,"société"
29189,1950,8,sport
35920,1950,8,"économie"
89583,1950,9,culture
41780,1950,9,inclassable
238466,1950,9,international
59031,1950,9,politique
16658,1950,9,science/technologie
30243,1950,9,"société"
21290,1950,9,sport
44644,1950,9,"économie"
120883,1950,10,culture
25837,1950,10,inclassable
275104,1950,10,international
88846,1950,10,politique
13042,1950,10,science/technologie
37948,1950,10,"société"
22583,1950,10,sport
41199,1950,10,"économie"
108892,1950,11,culture
33860,1950,11,inclassable
257534,1950,11,international
97618,1950,11,politique
9185,1950,11,science/technologie
43487,1950,11,"société"
20071,1950,11,sport
39879,1950,11,"économie"
137476,1950,12,culture
17485,1950,12,inclassable
267364,1950,12,international
105602,1950,12,politique
7860,1950,12,science/technologie
45890,1950,12,"société"
21806,1950,12,sport
47458,1950,12,"économie"
97006,1951,1,culture
30226,1951,1,inclassable
268524,1951,1,international
108971,1951,1,politique
14962,1951,1,science/technologie
37239,1951,1,"société"
33979,1951,1,sport
38758,1951,1,"économie"
94884,1951,2,culture
22551,1951,2,inclassable
222950,1951,2,international
87924,1951,2,politique
5017,1951,2,science/technologie
35393,1951,2,"société"
24397,1951,2,sport
51301,1951,2,"économie"
128048,1951,3,culture
22270,1951,3,inclassable
235476,1951,3,international
108475,1951,3,politique
8884,1951,3,science/technologie
60989,1951,3,"société"
28367,1951,3,sport
42262,1951,3,"économie"
92930,1951,4,culture
19590,1951,4,inclassable
231242,1951,4,international
107909,1951,4,politique
4883,1951,4,science/technologie
42029,1951,4,"société"
20366,1951,4,sport
39203,1951,4,"économie"
109300,1951,5,culture
25253,1951,5,inclassable
243883,1951,5,international
123464,1951,5,politique
6026,1951,5,science/technologie
52742,1951,5,"société"
34480,1951,5,sport
33662,1951,5,"économie"
104833,1951,6,culture
20572,1951,6,inclassable
233902,1951,6,international
98652,1951,6,politique
9882,1951,6,science/technologie
43520,1951,6,"société"
29142,1951,6,sport
40059,1951,6,"économie"
94807,1951,7,culture
18394,1951,7,inclassable
245685,1951,7,international
119358,1951,7,politique
7225,1951,7,science/technologie
45706,1951,7,"société"
30778,1951,7,sport
53218,1951,7,"économie"
84830,1951,8,culture
20257,1951,8,inclassable
213702,1951,8,international
79036,1951,8,politique
5560,1951,8,science/technologie
28806,1951,8,"société"
17798,1951,8,sport
26808,1951,8,"économie"
87290,1951,9,culture
25250,1951,9,inclassable
278483,1951,9,international
109184,1951,9,politique
13241,1951,9,science/technologie
51288,1951,9,"société"
28878,1951,9,sport
54211,1951,9,"économie"
116633,1951,10,culture
24702,1951,10,inclassable
232862,1951,10,international
78622,1951,10,politique
11755,1951,10,science/technologie
40330,1951,10,"société"
23545,1951,10,sport
47963,1951,10,"économie"
84839,1951,11,culture
19096,1951,11,inclassable
236861,1951,11,international
96583,1951,11,politique
10287,1951,11,science/technologie
43149,1951,11,"société"
14012,1951,11,sport
51907,1951,11,"économie"
118147,1951,12,culture
21825,1951,12,inclassable
229674,1951,12,international
100441,1951,12,politique
9178,1951,12,science/technologie
44321,1951,12,"société"
23017,1951,12,sport
71327,1951,12,"économie"
118338,1952,1,culture
29864,1952,1,inclassable
286143,1952,1,international
113245,1952,1,politique
7946,1952,1,science/technologie
37159,1952,1,"société"
27131,1952,1,sport
50536,1952,1,"économie"
99496,1952,2,culture
22734,1952,2,inclassable
249840,1952,2,international
110574,1952,2,politique
11695,1952,2,science/technologie
46185,1952,2,"société"
19413,1952,2,sport
57528,1952,2,"économie"
110624,1952,3,culture
23496,1952,3,inclassable
224122,1952,3,international
113767,1952,3,politique
8139,1952,3,science/technologie
56750,1952,3,"société"
22068,1952,3,sport
58137,1952,3,"économie"
113144,1952,4,culture
15730,1952,4,inclassable
269536,1952,4,international
84523,1952,4,politique
11876,1952,4,science/technologie
49269,1952,4,"société"
24635,1952,4,sport
60278,1952,4,"économie"
134804,1952,5,culture
30295,1952,5,inclassable
256452,1952,5,international
128017,1952,5,politique
12503,1952,5,science/technologie
38538,1952,5,"société"
23111,1952,5,sport
61470,1952,5,"économie"
126645,1952,6,culture
23544,1952,6,inclassable
249528,1952,6,international
139685,1952,6,politique
15758,1952,6,science/technologie
56612,1952,6,"société"
31664,1952,6,sport
62451,1952,6,"économie"
109595,1952,7,culture
56384,1952,7,inclassable
260755,1952,7,international
98883,1952,7,politique
8751,1952,7,science/technologie
56810,1952,7,"société"
48808,1952,7,sport
52340,1952,7,"économie"
116052,1952,8,culture
48240,1952,8,inclassable
280705,1952,8,international
53163,1952,8,politique
10988,1952,8,science/technologie
64465,1952,8,"société"
32883,1952,8,sport
52545,1952,8,"économie"
125502,1952,9,culture
44621,1952,9,inclassable
291468,1952,9,international
78592,1952,9,politique
18796,1952,9,science/technologie
45364,1952,9,"société"
27146,1952,9,sport
56082,1952,9,"économie"
127483,1952,10,culture
40754,1952,10,inclassable
241496,1952,10,international
120864,1952,10,politique
15968,1952,10,science/technologie
70806,1952,10,"société"
19939,1952,10,sport
59075,1952,10,"économie"
121543,1952,11,culture
20690,1952,11,inclassable
245580,1952,11,international
138381,1952,11,politique
7912,1952,11,science/technologie
57255,1952,11,"société"
17534,1952,11,sport
59265,1952,11,"économie"
133510,1952,12,culture
33944,1952,12,inclassable
270633,1952,12,international
152901,1952,12,politique
9825,1952,12,science/technologie
54360,1952,12,"société"
20882,1952,12,sport
77323,1952,12,"économie"
121405,1953,1,culture
31488,1953,1,inclassable
239073,1953,1,international
175099,1953,1,politique
5442,1953,1,science/technologie
49162,1953,1,"société"
21648,1953,1,sport
50816,1953,1,"économie"
82794,1953,2,culture
23764,1953,2,inclassable
256406,1953,2,international
124072,1953,2,politique
4078,1953,2,science/technologie
47898,1953,2,"société"
19138,1953,2,sport
41955,1953,2,"économie"
94421,1953,3,culture
17840,1953,3,inclassable
280922,1953,3,international
126657,1953,3,politique
8397,1953,3,science/technologie
40901,1953,3,"société"
19786,1953,3,sport
49847,1953,3,"économie"
102631,1953,4,culture
28484,1953,4,inclassable
279979,1953,4,international
88164,1953,4,politique
8852,1953,4,science/technologie
60946,1953,4,"société"
20530,1953,4,sport
33666,1953,4,"économie"
112448,1953,5,culture
24299,1953,5,inclassable
226087,1953,5,international
119331,1953,5,politique
8371,1953,5,science/technologie
65681,1953,5,"société"
22851,1953,5,sport
50480,1953,5,"économie"
133168,1953,6,culture
22501,1953,6,inclassable
226314,1953,6,international
152308,1953,6,politique
11103,1953,6,science/technologie
51151,1953,6,"société"
32375,1953,6,sport
57098,1953,6,"économie"
127236,1953,7,culture
30127,1953,7,inclassable
305670,1953,7,international
148481,1953,7,politique
12656,1953,7,science/technologie
78563,1953,7,"société"
31984,1953,7,sport
56568,1953,7,"économie"
104022,1953,8,culture
34370,1953,8,inclassable
303504,1953,8,international
77542,1953,8,politique
13091,1953,8,science/technologie
78583,1953,8,"société"
21512,1953,8,sport
56963,1953,8,"économie"
120099,1953,9,culture
25873,1953,9,inclassable
297461,1953,9,international
92578,1953,9,politique
11674,1953,9,science/technologie
49998,1953,9,"société"
24142,1953,9,sport
57682,1953,9,"économie"
163301,1953,10,culture
36824,1953,10,inclassable
306721,1953,10,international
125321,1953,10,politique
18049,1953,10,science/technologie
55374,1953,10,"société"
20223,1953,10,sport
76321,1953,10,"économie"
124377,1953,11,culture
28641,1953,11,inclassable
292330,1953,11,international
159492,1953,11,politique
16621,1953,11,science/technologie
59793,1953,11,"société"
24939,1953,11,sport
73668,1953,11,"économie"
149561,1953,12,culture
34731,1953,12,inclassable
249179,1953,12,international
190776,1953,12,politique
14081,1953,12,science/technologie
54316,1953,12,"société"
23107,1953,12,sport
78977,1953,12,"économie"
122640,1954,1,culture
21394,1954,1,inclassable
327768,1954,1,international
121797,1954,1,politique
12821,1954,1,science/technologie
56953,1954,1,"société"
22880,1954,1,sport
59036,1954,1,"économie"
118090,1954,2,culture
16480,1954,2,inclassable
274016,1954,2,international
100647,1954,2,politique
13507,1954,2,science/technologie
54234,1954,2,"société"
18595,1954,2,sport
56607,1954,2,"économie"
130383,1954,3,culture
32248,1954,3,inclassable
301742,1954,3,international
128763,1954,3,politique
19658,1954,3,science/technologie
73603,1954,3,"société"
26841,1954,3,sport
77990,1954,3,"économie"
134151,1954,4,culture
32121,1954,4,inclassable
307104,1954,4,international
122673,1954,4,politique
14343,1954,4,science/technologie
58276,1954,4,"société"
21971,1954,4,sport
50567,1954,4,"économie"
153589,1954,5,culture
32316,1954,5,inclassable
332251,1954,5,international
137997,1954,5,politique
8615,1954,5,science/technologie
52265,1954,5,"société"
26588,1954,5,sport
57006,1954,5,"économie"
150201,1954,6,culture
29659,1954,6,inclassable
355040,1954,6,international
174332,1954,6,politique
13286,1954,6,science/technologie
52126,1954,6,"société"
34132,1954,6,sport
63232,1954,6,"économie"
107352,1954,7,culture
21597,1954,7,inclassable
323581,1954,7,international
115616,1954,7,politique
11185,1954,7,science/technologie
55049,1954,7,"société"
33554,1954,7,sport
58606,1954,7,"économie"
129782,1954,8,culture
24132,1954,8,inclassable
310406,1954,8,international
146067,1954,8,politique
11568,1954,8,science/technologie
37594,1954,8,"société"
30817,1954,8,sport
52039,1954,8,"économie"
100613,1954,9,culture
30459,1954,9,inclassable
294776,1954,9,international
136041,1954,9,politique
13915,1954,9,science/technologie
41103,1954,9,"société"
27454,1954,9,sport
44556,1954,9,"économie"
142670,1954,10,culture
29588,1954,10,inclassable
309713,1954,10,international
153703,1954,10,politique
19380,1954,10,science/technologie
50582,1954,10,"société"
25539,1954,10,sport
74556,1954,10,"économie"
123027,1954,11,culture
34089,1954,11,inclassable
295622,1954,11,international
160258,1954,11,politique
9870,1954,11,science/technologie
65758,1954,11,"société"
26264,1954,11,sport
62462,1954,11,"économie"
155477,1954,12,culture
27893,1954,12,inclassable
298246,1954,12,international
210296,1954,12,politique
13555,1954,12,science/technologie
63625,1954,12,"société"
22269,1954,12,sport
78083,1954,12,"économie"
98232,1955,1,culture
38043,1955,1,inclassable
261631,1955,1,international
132949,1955,1,politique
13811,1955,1,science/technologie
75942,1955,1,"société"
22034,1955,1,sport
60427,1955,1,"économie"
134774,1955,2,culture
25337,1955,2,inclassable
237279,1955,2,international
158618,1955,2,politique
14250,1955,2,science/technologie
54811,1955,2,"société"
18566,1955,2,sport
45204,1955,2,"économie"
145822,1955,3,culture
22914,1955,3,inclassable
293436,1955,3,international
197611,1955,3,politique
23619,1955,3,science/technologie
49801,1955,3,"société"
25383,1955,3,sport
58143,1955,3,"économie"
105726,1955,4,culture
18778,1955,4,inclassable
302302,1955,4,international
105022,1955,4,politique
24143,1955,4,science/technologie
56174,1955,4,"société"
27380,1955,4,sport
54261,1955,4,"économie"
119373,1955,5,culture
23491,1955,5,inclassable
311572,1955,5,international
132778,1955,5,politique
14084,1955,5,science/technologie
47535,1955,5,"société"
28114,1955,5,sport
56737,1955,5,"économie"
112863,1955,6,culture
30898,1955,6,inclassable
334681,1955,6,international
102963,1955,6,politique
17571,1955,6,science/technologie
60560,1955,6,"société"
43493,1955,6,sport
69956,1955,6,"économie"
101811,1955,7,culture
11621,1955,7,inclassable
346940,1955,7,international
103148,1955,7,politique
10332,1955,7,science/technologie
55758,1955,7,"société"
36282,1955,7,sport
58517,1955,7,"économie"
138844,1955,8,culture
26970,1955,8,inclassable
348654,1955,8,international
56086,1955,8,politique
46586,1955,8,science/technologie
72849,1955,8,"société"
39834,1955,8,sport
45571,1955,8,"économie"
123555,1955,9,culture
26791,1955,9,inclassable
379096,1955,9,international
44908,1955,9,politique
11284,1955,9,science/technologie
72942,1955,9,"société"
28473,1955,9,sport
44148,1955,9,"économie"
135778,1955,10,culture
32982,1955,10,inclassable
315096,1955,10,international
131727,1955,10,politique
18751,1955,10,science/technologie
62877,1955,10,"société"
28340,1955,10,sport
42812,1955,10,"économie"
150536,1955,11,culture
18536,1955,11,inclassable
284951,1955,11,international
152887,1955,11,politique
12350,1955,11,science/technologie
54406,1955,11,"société"
27144,1955,11,sport
30941,1955,11,"économie"
156664,1955,12,culture
29121,1955,12,inclassable
257728,1955,12,international
181131,1955,12,politique
18919,1955,12,science/technologie
68708,1955,12,"société"
22499,1955,12,sport
50212,1955,12,"économie"
119071,1956,1,culture
18710,1956,1,inclassable
248709,1956,1,international
144341,1956,1,politique
10204,1956,1,science/technologie
45558,1956,1,"société"
27006,1956,1,sport
59678,1956,1,"économie"
126416,1956,2,culture
22355,1956,2,inclassable
308186,1956,2,international
102794,1956,2,politique
10257,1956,2,science/technologie
67025,1956,2,"société"
21617,1956,2,sport
29702,1956,2,"économie"
128358,1956,3,culture
15010,1956,3,inclassable
349491,1956,3,international
178849,1956,3,politique
12381,1956,3,science/technologie
45231,1956,3,"société"
21770,1956,3,sport
41635,1956,3,"économie"
130315,1956,4,culture
20111,1956,4,inclassable
350970,1956,4,international
139245,1956,4,politique
9430,1956,4,science/technologie
46044,1956,4,"société"
23014,1956,4,sport
38786,1956,4,"économie"
130825,1956,5,culture
21961,1956,5,inclassable
343345,1956,5,international
146815,1956,5,politique
14454,1956,5,science/technologie
63377,1956,5,"société"
35433,1956,5,sport
49068,1956,5,"économie"
129956,1956,6,culture
16723,1956,6,inclassable
318165,1956,6,international
122951,1956,6,politique
13552,1956,6,science/technologie
53779,1956,6,"société"
25679,1956,6,sport
47395,1956,6,"économie"
108054,1956,7,culture
25803,1956,7,inclassable
339959,1956,7,international
111272,1956,7,politique
11473,1956,7,science/technologie
50272,1956,7,"société"
28981,1956,7,sport
57348,1956,7,"économie"
106801,1956,8,culture
22687,1956,8,inclassable
401628,1956,8,international
45930,1956,8,politique
8933,1956,8,science/technologie
40683,1956,8,"société"
24479,1956,8,sport
38419,1956,8,"économie"
111411,1956,9,culture
20802,1956,9,inclassable
380741,1956,9,international
50098,1956,9,politique
13709,1956,9,science/technologie
50527,1956,9,"société"
24902,1956,9,sport
57893,1956,9,"économie"
122493,1956,10,culture
20402,1956,10,inclassable
430006,1956,10,international
100760,1956,10,politique
23644,1956,10,science/technologie
54012,1956,10,"société"
29229,1956,10,sport
42875,1956,10,"économie"
113217,1956,11,culture
21825,1956,11,inclassable
459067,1956,11,international
87091,1956,11,politique
10234,1956,11,science/technologie
45357,1956,11,"société"
23186,1956,11,sport
48626,1956,11,"économie"
110649,1956,12,culture
19532,1956,12,inclassable
375134,1956,12,international
97807,1956,12,politique
11117,1956,12,science/technologie
45369,1956,12,"société"
20266,1956,12,sport
90045,1956,12,"économie"
113159,1957,1,culture
21732,1957,1,inclassable
396657,1957,1,international
86917,1957,1,politique
15631,1957,1,science/technologie
55035,1957,1,"société"
24528,1957,1,sport
58321,1957,1,"économie"
98445,1957,2,culture
20712,1957,2,inclassable
329475,1957,2,international
86924,1957,2,politique
8650,1957,2,science/technologie
41442,1957,2,"société"
18873,1957,2,sport
50538,1957,2,"économie"
126124,1957,3,culture
