n,annee,mois,rubrique
30696,1949,12,"économie"
60543,1950,1,culture
14902,1950,1,inclassable
163145,1950,1,international
82670,1950,1,politique
9034,1950,1,science/technologie
25082,1950,1,"société"
16619,1950,1,sport
24296,1950,1,"économie"
39007,1950,2,culture
14083,1950,2,inclassable
128091,1950,2,international
94374,1950,2,politique
6780,1950,2,science/technologie
26334,1950,2,"société"
9816,1950,2,sport
16800,1950,2,"économie"
60164,1950,3,culture
12849,1950,3,inclassable
153482,1950,3,international
82452,1950,3,politique
5412,1950,3,science/technologie
32188,1950,3,"société"
12701,1950,3,sport
26266,1950,3,"économie"
69673,1950,4,culture
17991,1950,4,inclassable
142131,1950,4,international
61041,1950,4,politique
13047,1950,4,science/technologie
32328,1950,4,"société"
15974,1950,4,sport
20596,1950,4,"économie"
74541,1950,5,culture
12690,1950,5,inclassable
146682,1950,5,international
77910,1950,5,politique
3375,1950,5,science/technologie
26509,1950,5,"société"
15144,1950,5,sport
26381,1950,5,"économie"
74294,1950,6,culture
11773,1950,6,inclassable
148095,1950,6,international
78920,1950,6,politique
7590,1950,6,science/technologie
22993,1950,6,"société"
14900,1950,6,sport
32072,1950,6,"économie"
64126,1950,7,culture
24616,1950,7,inclassable
186553,1950,7,international
67334,1950,7,politique
4835,1950,7,science/technologie
23539,1950,7,"société"
20531,1950,7,sport
29201,1950,7,"économie"
50671,1950,8,culture
20070,1950,8,inclassable
177696,1950,8,international
38720,1950,8,politique
4817,1950,8,science/technologie
24615,1950,8,"société"
17591,1950,8,sport
24709,1950,8,"économie"
54157,1950,9,culture
26778,1950,9,inclassable
167485,1950,9,international
39371,1950,9,politique
10749,1950,9,science/technologie
19077,1950,9,"société"
12736,1950,9,sport
30518,1950,9,"économie"
73073,1950,10,culture
17225,1950,10,inclassable
192569,1950,10,international
59446,1950,10,politique
8441,1950,10,science/technologie
24682,1950,10,"société"
13542,1950,10,sport
28666,1950,10,"économie"
66149,1950,11,culture
21613,1950,11,inclassable
178889,1950,11,international
65618,1950,11,politique
6005,1950,11,science/technologie
27232,1950,11,"société"
12288,1950,11,sport
27624,1950,11,"économie"
84471,1950,12,culture
11412,1950,12,inclassable
187972,1950,12,international
71304,1950,12,politique
5112,1950,12,science/technologie
29004,1950,12,"société"
13228,1950,12,sport
33011,1950,12,"économie"
60027,1951,1,culture
20002,1951,1,inclassable
188952,1951,1,international
73670,1951,1,politique
10539,1951,1,science/technologie
24492,1951,1,"société"
21217,1951,1,sport
27136,1951,1,"économie"
56518,1951,2,culture
14662,1951,2,inclassable
155883,1951,2,international
59227,1951,2,politique
3454,1951,2,science/technologie
23134,1951,2,"société"
14854,1951,2,sport
35828,1951,2,"économie"
78127,1951,3,culture
14777,1951,3,inclassable
164194,1951,3,international
73566,1951,3,politique
6211,1951,3,science/technologie
40153,1951,3,"société"
17589,1951,3,sport
29613,1951,3,"économie"
55457,1951,4,culture
12797,1951,4,inclassable
161117,1951,4,international
71923,1951,4,politique
3358,1951,4,science/technologie
27854,1951,4,"société"
11918,1951,4,sport
27124,1951,4,"économie"
65174,1951,5,culture
15944,1951,5,inclassable
169605,1951,5,international
79563,1951,5,politique
4132,1951,5,science/technologie
32530,1951,5,"société"
20248,1951,5,sport
23210,1951,5,"économie"
62693,1951,6,culture
12747,1951,6,inclassable
162528,1951,6,international
65603,1951,6,politique
6606,1951,6,science/technologie
28113,1951,6,"société"
17605,1951,6,sport
27722,1951,6,"économie"
58451,1951,7,culture
11779,1951,7,inclassable
172409,1951,7,international
79752,1951,7,politique
4925,1951,7,science/technologie
30076,1951,7,"société"
18421,1951,7,sport
36804,1951,7,"économie"
52121,1951,8,culture
12779,1951,8,inclassable
150699,1951,8,international
53867,1951,8,politique
3873,1951,8,science/technologie
18200,1951,8,"société"
10572,1951,8,sport
18181,1951,8,"économie"
52151,1951,9,culture
16486,1951,9,inclassable
198442,1951,9,international
73874,1951,9,politique
8893,1951,9,science/technologie
33253,1951,9,"société"
17215,1951,9,sport
37856,1951,9,"économie"
70340,1951,10,culture
15298,1951,10,inclassable
165150,1951,10,international
52795,1951,10,politique
7875,1951,10,science/technologie
26619,1951,10,"société"
13723,1951,10,sport
33524,1951,10,"économie"
50934,1951,11,culture
11933,1951,11,inclassable
166377,1951,11,international
64795,1951,11,politique
6715,1951,11,science/technologie
27151,1951,11,"société"
8485,1951,11,sport
35948,1951,11,"économie"
70602,1951,12,culture
13967,1951,12,inclassable
159545,1951,12,international
67702,1951,12,politique
6270,1951,12,science/technologie
28883,1951,12,"société"
14172,1951,12,sport
49245,1951,12,"économie"
70947,1952,1,culture
18442,1952,1,inclassable
197625,1952,1,international
76372,1952,1,politique
5538,1952,1,science/technologie
23640,1952,1,"société"
16431,1952,1,sport
34596,1952,1,"économie"
59188,1952,2,culture
14296,1952,2,inclassable
173398,1952,2,international
74664,1952,2,politique
8047,1952,2,science/technologie
29215,1952,2,"société"
11922,1952,2,sport
39821,1952,2,"économie"
66781,1952,3,culture
14665,1952,3,inclassable
156022,1952,3,international
75338,1952,3,politique
5606,1952,3,science/technologie
36043,1952,3,"société"
13521,1952,3,sport
39833,1952,3,"économie"
68621,1952,4,culture
10334,1952,4,inclassable
187411,1952,4,international
56149,1952,4,politique
7866,1952,4,science/technologie
31355,1952,4,"société"
14783,1952,4,sport
41806,1952,4,"économie"
81475,1952,5,culture
19558,1952,5,inclassable
179602,1952,5,international
84537,1952,5,politique
8259,1952,5,science/technologie
24861,1952,5,"société"
13735,1952,5,sport
42647,1952,5,"économie"
76826,1952,6,culture
15227,1952,6,inclassable
173671,1952,6,international
94201,1952,6,politique
10362,1952,6,science/technologie
36305,1952,6,"société"
18935,1952,6,sport
43918,1952,6,"économie"
66357,1952,7,culture
34467,1952,7,inclassable
179845,1952,7,international
66167,1952,7,politique
6100,1952,7,science/technologie
36628,1952,7,"société"
30541,1952,7,sport
35967,1952,7,"économie"
70673,1952,8,culture
30786,1952,8,inclassable
194824,1952,8,international
36256,1952,8,politique
7318,1952,8,science/technologie
41651,1952,8,"société"
19853,1952,8,sport
36624,1952,8,"économie"
76007,1952,9,culture
27664,1952,9,inclassable
204386,1952,9,international
52755,1952,9,politique
12772,1952,9,science/technologie
29003,1952,9,"société"
15969,1952,9,sport
39070,1952,9,"économie"
75571,1952,10,culture
25019,1952,10,inclassable
167421,1952,10,international
81121,1952,10,politique
10830,1952,10,science/technologie
43635,1952,10,"société"
11336,1952,10,sport
41517,1952,10,"économie"
73630,1952,11,culture
13334,1952,11,inclassable
168613,1952,11,international
91580,1952,11,politique
5307,1952,11,science/technologie
36401,1952,11,"société"
10566,1952,11,sport
40868,1952,11,"économie"
80768,1952,12,culture
22000,1952,12,inclassable
187501,1952,12,international
102233,1952,12,politique
6797,1952,12,science/technologie
34849,1952,12,"société"
12910,1952,12,sport
52823,1952,12,"économie"
73322,1953,1,culture
19598,1953,1,inclassable
166469,1953,1,international
115870,1953,1,politique
3835,1953,1,science/technologie
30942,1953,1,"société"
13166,1953,1,sport
35531,1953,1,"économie"
49881,1953,2,culture
14583,1953,2,inclassable
179574,1953,2,international
82880,1953,2,politique
2795,1953,2,science/technologie
31102,1953,2,"société"
11320,1953,2,sport
29332,1953,2,"économie"
56066,1953,3,culture
11739,1953,3,inclassable
195715,1953,3,international
86364,1953,3,politique
5480,1953,3,science/technologie
26139,1953,3,"société"
11639,1953,3,sport
34815,1953,3,"économie"
61706,1953,4,culture
18126,1953,4,inclassable
194253,1953,4,international
58448,1953,4,politique
5928,1953,4,science/technologie
39103,1953,4,"société"
12073,1953,4,sport
23303,1953,4,"économie"
68165,1953,5,culture
15355,1953,5,inclassable
157385,1953,5,international
81119,1953,5,politique
5726,1953,5,science/technologie
42287,1953,5,"société"
13995,1953,5,sport
34894,1953,5,"économie"
80585,1953,6,culture
14826,1953,6,inclassable
158466,1953,6,international
101802,1953,6,politique
7185,1953,6,science/technologie
32564,1953,6,"société"
19943,1953,6,sport
39444,1953,6,"économie"
76742,1953,7,culture
18000,1953,7,inclassable
212418,1953,7,international
99574,1953,7,politique
8635,1953,7,science/technologie
49612,1953,7,"société"
19613,1953,7,sport
39525,1953,7,"économie"
63519,1953,8,culture
21084,1953,8,inclassable
209017,1953,8,international
52606,1953,8,politique
8805,1953,8,science/technologie
49127,1953,8,"société"
12412,1953,8,sport
39249,1953,8,"économie"
70327,1953,9,culture
15500,1953,9,inclassable
208288,1953,9,international
62980,1953,9,politique
7898,1953,9,science/technologie
32338,1953,9,"société"
14405,1953,9,sport
40521,1953,9,"économie"
97565,1953,10,culture
23844,1953,10,inclassable
214080,1953,10,international
84472,1953,10,politique
12174,1953,10,science/technologie
35638,1953,10,"société"
12069,1953,10,sport
52932,1953,10,"économie"
74063,1953,11,culture
18528,1953,11,inclassable
202554,1953,11,international
107295,1953,11,politique
10984,1953,11,science/technologie
38624,1953,11,"société"
15137,1953,11,sport
50366,1953,11,"économie"
89681,1953,12,culture
22432,1953,12,inclassable
174129,1953,12,international
127645,1953,12,politique
9539,1953,12,science/technologie
35571,1953,12,"société"
14170,1953,12,sport
53506,1953,12,"économie"
75201,1954,1,culture
13776,1954,1,inclassable
228033,1954,1,international
82257,1954,1,politique
8538,1954,1,science/technologie
36710,1954,1,"société"
13623,1954,1,sport
41391,1954,1,"économie"
70559,1954,2,culture
10392,1954,2,inclassable
189602,1954,2,international
68179,1954,2,politique
9164,1954,2,science/technologie
34877,1954,2,"société"
11180,1954,2,sport
39436,1954,2,"économie"
77686,1954,3,culture
20484,1954,3,inclassable
208561,1954,3,international
86790,1954,3,politique
13518,1954,3,science/technologie
47166,1954,3,"société"
16168,1954,3,sport
54070,1954,3,"économie"
79604,1954,4,culture
21325,1954,4,inclassable
213825,1954,4,international
82364,1954,4,politique
9707,1954,4,science/technologie
37955,1954,4,"société"
13227,1954,4,sport
34377,1954,4,"économie"
93363,1954,5,culture
20955,1954,5,inclassable
230066,1954,5,international
92475,1954,5,politique
5742,1954,5,science/technologie
33987,1954,5,"société"
15865,1954,5,sport
38341,1954,5,"économie"
88567,1954,6,culture
18708,1954,6,inclassable
244586,1954,6,international
116558,1954,6,politique
8927,1954,6,science/technologie
33657,1954,6,"société"
20465,1954,6,sport
43521,1954,6,"économie"
63680,1954,7,culture
13645,1954,7,inclassable
223961,1954,7,international
78308,1954,7,politique
7631,1954,7,science/technologie
35348,1954,7,"société"
19867,1954,7,sport
40184,1954,7,"économie"
78172,1954,8,culture
15595,1954,8,inclassable
214475,1954,8,international
99655,1954,8,politique
7512,1954,8,science/technologie
24089,1954,8,"société"
17627,1954,8,sport
34642,1954,8,"économie"
61286,1954,9,culture
19031,1954,9,inclassable
205504,1954,9,international
91973,1954,9,politique
9357,1954,9,science/technologie
26963,1954,9,"société"
16231,1954,9,sport
30274,1954,9,"économie"
85256,1954,10,culture
19296,1954,10,inclassable
216682,1954,10,international
102914,1954,10,politique
12745,1954,10,science/technologie
32364,1954,10,"société"
15187,1954,10,sport
50616,1954,10,"économie"
73745,1954,11,culture
21522,1954,11,inclassable
204193,1954,11,international
106432,1954,11,politique
6734,1954,11,science/technologie
41281,1954,11,"société"
15613,1954,11,sport
43082,1954,11,"économie"
92073,1954,12,culture
17307,1954,12,inclassable
206199,1954,12,international
141550,1954,12,politique
9132,1954,12,science/technologie
42039,1954,12,"société"
13843,1954,12,sport
52580,1954,12,"économie"
57881,1955,1,culture
24162,1955,1,inclassable
182191,1955,1,international
88559,1955,1,politique
9527,1955,1,science/technologie
48400,1955,1,"société"
13397,1955,1,sport
41668,1955,1,"économie"
80751,1955,2,culture
16174,1955,2,inclassable
165813,1955,2,international
105827,1955,2,politique
9811,1955,2,science/technologie
35329,1955,2,"société"
11086,1955,2,sport
30945,1955,2,"économie"
86806,1955,3,culture
14636,1955,3,inclassable
205221,1955,3,international
133240,1955,3,politique
16120,1955,3,science/technologie
32739,1955,3,"société"
15024,1955,3,sport
39860,1955,3,"économie"
62816,1955,4,culture
12080,1955,4,inclassable
210210,1955,4,international
69157,1955,4,politique
16419,1955,4,science/technologie
36251,1955,4,"société"
16216,1955,4,sport
37404,1955,4,"économie"
70293,1955,5,culture
14705,1955,5,inclassable
217164,1955,5,international
88885,1955,5,politique
9466,1955,5,science/technologie
30135,1955,5,"société"
16626,1955,5,sport
39009,1955,5,"économie"
66422,1955,6,culture
19525,1955,6,inclassable
230446,1955,6,international
67992,1955,6,politique
11530,1955,6,science/technologie
38713,1955,6,"société"
26579,1955,6,sport
47637,1955,6,"économie"
60890,1955,7,culture
7587,1955,7,inclassable
238720,1955,7,international
68328,1955,7,politique
6731,1955,7,science/technologie
36182,1955,7,"société"
21001,1955,7,sport
39759,1955,7,"économie"
84793,1955,8,culture
16820,1955,8,inclassable
238210,1955,8,international
36775,1955,8,politique
32034,1955,8,science/technologie
46918,1955,8,"société"
22915,1955,8,sport
30854,1955,8,"économie"
74145,1955,9,culture
16978,1955,9,inclassable
262808,1955,9,international
30068,1955,9,politique
7322,1955,9,science/technologie
47505,1955,9,"société"
16259,1955,9,sport
30100,1955,9,"économie"
80390,1955,10,culture
20538,1955,10,inclassable
217716,1955,10,international
87926,1955,10,politique
12421,1955,10,science/technologie
40224,1955,10,"société"
16544,1955,10,sport
29662,1955,10,"économie"
90743,1955,11,culture
12095,1955,11,inclassable
198375,1955,11,international
101145,1955,11,politique
8303,1955,11,science/technologie
34915,1955,11,"société"
16735,1955,11,sport
21185,1955,11,"économie"
93231,1955,12,culture
18203,1955,12,inclassable
178481,1955,12,international
119108,1955,12,politique
12758,1955,12,science/technologie
44305,1955,12,"société"
13931,1955,12,sport
33991,1955,12,"économie"
71228,1956,1,culture
11788,1956,1,inclassable
170006,1956,1,international
94958,1956,1,politique
6760,1956,1,science/technologie
29661,1956,1,"société"
16662,1956,1,sport
40708,1956,1,"économie"
75091,1956,2,culture
14057,1956,2,inclassable
212879,1956,2,international
67279,1956,2,politique
6965,1956,2,science/technologie
43211,1956,2,"société"
12916,1956,2,sport
20421,1956,2,"économie"
77407,1956,3,culture
9743,1956,3,inclassable
242369,1956,3,international
117015,1956,3,politique
8148,1956,3,science/technologie
29609,1956,3,"société"
13241,1956,3,sport
28645,1956,3,"économie"
78444,1956,4,culture
12980,1956,4,inclassable
242271,1956,4,international
90854,1956,4,politique
6032,1956,4,science/technologie
29425,1956,4,"société"
13727,1956,4,sport
26281,1956,4,"économie"
78160,1956,5,culture
14334,1956,5,inclassable
234259,1956,5,international
97026,1956,5,politique
9770,1956,5,science/technologie
40774,1956,5,"société"
21647,1956,5,sport
33165,1956,5,"économie"
78349,1956,6,culture
10483,1956,6,inclassable
217258,1956,6,international
81097,1956,6,politique
9296,1956,6,science/technologie
34426,1956,6,"société"
15364,1956,6,sport
32648,1956,6,"économie"
65035,1956,7,culture
16959,1956,7,inclassable
233506,1956,7,international
74688,1956,7,politique
7432,1956,7,science/technologie
32273,1956,7,"société"
16991,1956,7,sport
39558,1956,7,"économie"
64500,1956,8,culture
14739,1956,8,inclassable
275536,1956,8,international
30661,1956,8,politique
5992,1956,8,science/technologie
25669,1956,8,"société"
14265,1956,8,sport
26165,1956,8,"économie"
67728,1956,9,culture
13393,1956,9,inclassable
263801,1956,9,international
33726,1956,9,politique
9005,1956,9,science/technologie
32853,1956,9,"société"
14269,1956,9,sport
39096,1956,9,"économie"
72044,1956,10,culture
12421,1956,10,inclassable
295740,1956,10,international
67276,1956,10,politique
15884,1956,10,science/technologie
34473,1956,10,"société"
17396,1956,10,sport
28874,1956,10,"économie"
68218,1956,11,culture
13274,1956,11,inclassable
317392,1956,11,international
57273,1956,11,politique
6784,1956,11,science/technologie
29787,1956,11,"société"
13802,1956,11,sport
33065,1956,11,"économie"
64544,1956,12,culture
12338,1956,12,inclassable
257693,1956,12,international
64667,1956,12,politique
7446,1956,12,science/technologie
29254,1956,12,"société"
12413,1956,12,sport
60738,1956,12,"économie"
67432,1957,1,culture
14083,1957,1,inclassable
274125,1957,1,international
57758,1957,1,politique
10628,1957,1,science/technologie
35471,1957,1,"société"
15224,1957,1,sport
39873,1957,1,"économie"
59282,1957,2,culture
13315,1957,2,inclassable
228223,1957,2,international
58398,1957,2,politique
5752,1957,2,science/technologie
26667,1957,2,"société"
11560,1957,2,sport
34443,1957,2,"économie"
76570,1957,3,culture
